dataset,source_subset,product_id,image_number,original_filename,crop_count,usage_split,used_for_training
fashion200k,fashion200k_bottoms,59887934,0,59887934_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,59904113,0,59904113_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,59906023,0,59906023_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,59956067,0,59956067_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,59970911,1,59970911_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,59979313,1,59979313_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,60397962,0,60397962_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,61357893,0,61357893_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,61433571,0,61433571_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,61491352,0,61491352_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,61503781,0,61503781_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,61573487,1,61573487_1.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,62293480,1,62293480_1.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,62294258,0,62294258_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,62617378,0,62617378_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,62629384,3,62629384_3.jpeg,1,train,true
fashion200k,fashion200k_bottoms,62873212,2,62873212_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,62955760,0,62955760_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,63424252,0,63424252_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,63432739,0,63432739_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,63717663,0,63717663_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,63801385,0,63801385_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,63808834,0,63808834_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,65070167,0,65070167_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,65088494,0,65088494_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,65574912,0,65574912_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,65730867,0,65730867_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,65763207,0,65763207_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,66071392,0,66071392_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,66132226,2,66132226_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,66153721,1,66153721_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,66223179,0,66223179_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,67000568,0,67000568_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,67008180,0,67008180_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,67052031,2,67052031_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,67174026,0,67174026_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,67174732,1,67174732_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,67174832,0,67174832_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,67886542,0,67886542_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,67961294,0,67961294_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,67970518,0,67970518_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68000170,0,68000170_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68039061,3,68039061_3.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68042290,0,68042290_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68054399,0,68054399_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68077312,3,68077312_3.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68080296,0,68080296_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68098915,0,68098915_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68101342,0,68101342_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68103231,0,68103231_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,68108121,3,68108121_3.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68112297,0,68112297_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68137966,1,68137966_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68391978,0,68391978_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68393164,0,68393164_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68442220,0,68442220_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68507400,4,68507400_4.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68546146,0,68546146_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68845475,0,68845475_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68877367,0,68877367_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68879442,0,68879442_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,68919205,0,68919205_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,69299079,0,69299079_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,69299305,0,69299305_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,69404329,0,69404329_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,69838498,1,69838498_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,70204289,0,70204289_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,70220931,2,70220931_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,70280734,1,70280734_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,70454742,4,70454742_4.jpeg,1,train,true
fashion200k,fashion200k_bottoms,70482432,0,70482432_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,70620687,0,70620687_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,70665892,0,70665892_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,70667662,0,70667662_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,70685806,0,70685806_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,70861906,0,70861906_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,70896110,0,70896110_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,70926229,0,70926229_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,70967345,0,70967345_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,70968946,0,70968946_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,71097976,0,71097976_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,71100457,1,71100457_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,71293140,0,71293140_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,71304755,0,71304755_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,71375576,0,71375576_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,71383499,0,71383499_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,71547218,0,71547218_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,71661656,0,71661656_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,71697415,0,71697415_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,71753929,0,71753929_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,71778972,0,71778972_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,72042658,0,72042658_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,72296847,0,72296847_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,72316751,0,72316751_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,72319235,0,72319235_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,72329346,0,72329346_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,72452897,0,72452897_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,72519862,0,72519862_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,72810974,0,72810974_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,73119246,0,73119246_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,73249553,0,73249553_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,73681746,2,73681746_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,73924263,0,73924263_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,74060160,0,74060160_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,74134582,0,74134582_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,74229995,0,74229995_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,74258540,0,74258540_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,74287955,0,74287955_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,74396375,0,74396375_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,74547697,0,74547697_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,74758961,0,74758961_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,74983439,0,74983439_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,75009071,0,75009071_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,75141792,0,75141792_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,75279897,0,75279897_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,75450899,2,75450899_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,75474688,4,75474688_4.jpeg,1,train,true
fashion200k,fashion200k_bottoms,75502835,0,75502835_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,75813592,0,75813592_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,76091825,0,76091825_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,76129040,0,76129040_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,76219410,0,76219410_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,76267504,0,76267504_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,76274161,0,76274161_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,76274215,0,76274215_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,76316743,0,76316743_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,76640389,0,76640389_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,76640685,0,76640685_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,77190824,0,77190824_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,77255435,0,77255435_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,77255614,0,77255614_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,77477603,0,77477603_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,77803230,1,77803230_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,77809332,0,77809332_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,77830381,0,77830381_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,77831157,0,77831157_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,77864542,1,77864542_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,77893407,6,77893407_6.jpeg,1,train,true
fashion200k,fashion200k_bottoms,77977323,0,77977323_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,78261296,0,78261296_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,78382681,0,78382681_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,78639775,0,78639775_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,78714776,0,78714776_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,78857419,0,78857419_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,78946376,0,78946376_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,79023074,0,79023074_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,79170237,0,79170237_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,79191684,0,79191684_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,79220998,0,79220998_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,79233333,0,79233333_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,79234275,0,79234275_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,79255898,0,79255898_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,79357989,0,79357989_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,79402018,0,79402018_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,79420147,1,79420147_1.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,79598023,0,79598023_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,79598100,0,79598100_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,79598335,0,79598335_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,80030559,0,80030559_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,80107518,0,80107518_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,80115835,0,80115835_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,80321539,0,80321539_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,80365354,0,80365354_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,80383198,0,80383198_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,80387731,0,80387731_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,80554769,1,80554769_1.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,80560457,2,80560457_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,80717075,1,80717075_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,80754202,0,80754202_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,80784161,0,80784161_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,80834904,0,80834904_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,80844702,0,80844702_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,81084949,0,81084949_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,81203758,1,81203758_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,81304847,0,81304847_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,81420758,0,81420758_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,81827871,2,81827871_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,81831141,0,81831141_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,82029614,0,82029614_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,82038264,0,82038264_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,82068772,0,82068772_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,82680270,0,82680270_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,82901868,0,82901868_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,82989816,0,82989816_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,83163461,2,83163461_2.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,83218636,1,83218636_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,83244994,0,83244994_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,83244998,0,83244998_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,83339862,0,83339862_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,83341789,0,83341789_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,83379468,0,83379468_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,83523941,1,83523941_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,83802693,0,83802693_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,83899561,0,83899561_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,83911488,0,83911488_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,83911491,0,83911491_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,83986630,0,83986630_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,84019378,0,84019378_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,84093030,0,84093030_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,84099921,0,84099921_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,84106492,0,84106492_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,84107316,0,84107316_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,84117275,0,84117275_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,84150341,0,84150341_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,84153430,0,84153430_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,84160692,0,84160692_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,84415747,0,84415747_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,84668028,0,84668028_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,84710303,2,84710303_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,84944622,1,84944622_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,85086920,0,85086920_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,85233390,0,85233390_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,85253470,0,85253470_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,85256634,0,85256634_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,85257213,2,85257213_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,85261324,1,85261324_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,85265822,1,85265822_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,85384064,0,85384064_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,85412380,0,85412380_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,85498518,0,85498518_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,86079174,2,86079174_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,86098145,2,86098145_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,86109094,0,86109094_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,86389621,3,86389621_3.jpeg,1,train,true
fashion200k,fashion200k_bottoms,86458674,2,86458674_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,86462624,2,86462624_2.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,86636101,0,86636101_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,86637622,2,86637622_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,86806666,0,86806666_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,86852545,0,86852545_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,86943557,4,86943557_4.jpeg,1,train,true
fashion200k,fashion200k_bottoms,86947506,0,86947506_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,86967398,0,86967398_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,86968072,2,86968072_2.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,86983571,1,86983571_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,86995479,0,86995479_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87009198,1,87009198_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87025460,0,87025460_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87094304,0,87094304_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87125533,0,87125533_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,87134692,0,87134692_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87259557,0,87259557_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87463307,0,87463307_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87463374,0,87463374_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87546084,0,87546084_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87574933,0,87574933_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87589632,0,87589632_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87593755,0,87593755_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87607634,0,87607634_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87615545,0,87615545_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,87618017,0,87618017_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87652607,0,87652607_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87678102,0,87678102_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87684835,0,87684835_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87687731,0,87687731_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87697636,0,87697636_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87700075,0,87700075_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87712609,0,87712609_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87713437,1,87713437_1.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,87713699,3,87713699_3.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87720967,3,87720967_3.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87725049,0,87725049_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87730484,1,87730484_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87736720,2,87736720_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,87738976,0,87738976_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,87740641,0,87740641_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,87743090,0,87743090_0.jpeg,1,train,true
