dataset,official_split,image_id,original_filename,source_shard,augmentation_round,selected,valid_crop_count,usage_split,used_for_training
fashionpedia,train2020,343,de5ba775c77fa5e66806982f5debf06a.jpg,0,1,true,4,new_val,false
fashionpedia,train2020,344,341b64b6f8122833afe2e36ea010c5a4.jpg,0,1,true,1,new_val,false
fashionpedia,train2020,348,b239942f133c56c0da3094b71d64b0ef.jpg,0,1,true,3,train,true
fashionpedia,train2020,351,7151932f4600847dedd8a806a7505e5d.jpg,0,1,true,3,train,true
fashionpedia,train2020,355,605443a80838acba2c88cec68f8eee11.jpg,0,1,true,2,train,true
fashionpedia,train2020,358,80132519afb9157a363a40c6072e1a8e.jpg,0,1,true,2,train,true
fashionpedia,train2020,360,47fef5213078e059265a2ada33e94a1c.jpg,0,1,true,1,new_val,false
fashionpedia,train2020,364,5eb38f67de2b0389b9e2689431ee9a11.jpg,0,1,true,3,train,true
fashionpedia,train2020,366,37af9186f8339fec04336204c082f2a2.jpg,0,1,true,2,train,true
fashionpedia,train2020,367,137d28c29a22cfa69c560b4cc13d31b0.jpg,0,1,true,4,train,true
fashionpedia,train2020,370,818f307682e6cf6c57b37258b6401f2f.jpg,0,1,true,3,new_val,false
fashionpedia,train2020,372,e1d1d2832d427df8bf094ccdc46d1182.jpg,0,1,true,2,train,true
fashionpedia,train2020,373,c7c0849a526d0c7afc7f1fdbe21d773c.jpg,0,1,true,2,train,true
fashionpedia,train2020,375,9eabfc85ce0c4e5b0bff309916141c41.jpg,0,1,true,1,new_val,false
fashionpedia,train2020,380,a151a273ea0996d7706ee009e4751883.jpg,0,1,true,1,train,true
fashionpedia,train2020,382,08fc98b47358c5ae54fc642ebdbe64a0.jpg,0,1,true,2,train,true
fashionpedia,train2020,385,722fc552af055aaf01cd7a98f8999047.jpg,0,1,true,2,train,true
fashionpedia,train2020,388,1ad08ca84d22d95144d44fd1d62dae8f.jpg,0,1,true,1,train,true
fashionpedia,train2020,394,e9d6a217f43414d6b0f47956ba627bd6.jpg,0,1,true,3,train,true
fashionpedia,train2020,395,9916c171eb422c2c04822252b6b43d5e.jpg,0,1,true,2,train,true
fashionpedia,train2020,398,70bc4d6babf677d8745c19ca6ce46609.jpg,0,1,true,3,new_val,false
fashionpedia,train2020,399,18221cc9972085715118965adb234242.jpg,0,1,true,2,train,true
fashionpedia,train2020,400,fd786dc34f4ec2591ee528a272088d87.jpg,0,1,true,2,train,true
fashionpedia,train2020,401,747db5b11e4d1df9ebef65e4a3370eb1.jpg,0,1,true,1,train,true
fashionpedia,train2020,404,e6df78458fc975fcd10af43b39508190.jpg,0,1,true,2,train,true
fashionpedia,train2020,411,b7892ba164b21edcfbb83cfcf5833fd1.jpg,0,1,true,2,train,true
fashionpedia,train2020,412,c97e978062ca43d787acfac201820572.jpg,0,1,true,2,train,true
fashionpedia,train2020,416,39cb49a71b07fa74b9217f2009daa5a8.jpg,0,1,true,1,train,true
fashionpedia,train2020,417,972ca6dbb1dafbcf59fb7013b404a560.jpg,0,1,true,1,train,true
fashionpedia,train2020,422,d1e805cf25f9757172ba64e1cc69ee9f.jpg,0,1,true,1,train,true
fashionpedia,train2020,424,7d523882f294d2ac57d74d82a170e65e.jpg,0,1,true,3,train,true
fashionpedia,train2020,427,d3956b9036a84b12f93c69bff1af051b.jpg,0,1,true,3,new_val,false
fashionpedia,train2020,432,e1717d7d32f9aa2abb390747d750ad69.jpg,0,1,true,3,train,true
fashionpedia,train2020,433,a365b7fae909e0714445379f1673fc31.jpg,0,1,true,1,train,true
fashionpedia,train2020,435,82c9aaeffcecc96b26116ad13da6f069.jpg,0,1,true,2,train,true
fashionpedia,train2020,438,77477a00ce5a4017a32bae98283c554a.jpg,0,1,true,1,train,true
fashionpedia,train2020,444,1e7b82ca3669309e347d5a9bf98c82cd.jpg,0,1,true,1,train,true
fashionpedia,train2020,449,bff5e64ca81a76c95fab83f4d6a15b03.jpg,0,1,true,2,new_val,false
fashionpedia,train2020,451,cbc1c3dfe2e4a7dce7a98a9779ba10ae.jpg,0,1,true,3,new_val,false
fashionpedia,train2020,452,e2c84ac0b0e5e8f011cd67edf819a0f2.jpg,0,1,true,3,train,true
fashionpedia,train2020,453,7a4e709651d784b52b0dd197a352152a.jpg,0,1,true,2,train,true
fashionpedia,train2020,454,5e5a68bb267afc287b8e800f144c1e26.jpg,0,1,true,3,train,true
fashionpedia,train2020,455,0aef0085f9dd64eedbbcd3f422c2e4fc.jpg,0,1,true,3,train,true
fashionpedia,train2020,456,2a383525bf91af7962ee9a88e1cee2e6.jpg,0,1,true,1,train,true
fashionpedia,train2020,459,6e1851e908162f3fbd5bd0ffaccdb127.jpg,0,1,true,4,new_val,false
fashionpedia,train2020,465,b73a014265578b0977b27d1ecf9a1eae.jpg,0,1,true,3,new_val,false
fashionpedia,train2020,468,a35de2e3a3f76e43818f7d44bd9cabe1.jpg,0,1,true,2,train,true
fashionpedia,train2020,470,8a9cebbd5cd463f7d5121f5634f0e135.jpg,0,1,true,1,train,true
fashionpedia,train2020,474,0e3f1faa00fab86b17e97e6e9a3a8c31.jpg,0,1,true,1,train,true
fashionpedia,train2020,475,4dbd8f9ff36cfb61da17c0ca7730836f.jpg,0,1,true,2,train,true
fashionpedia,train2020,476,b226be45595139742e303d83ab1e6fa4.jpg,0,1,true,1,train,true
fashionpedia,train2020,477,2915fb83c4f9b52c3093139a83bd0353.jpg,0,1,true,2,train,true
fashionpedia,train2020,479,9de1c2ecccf482cee64a7297a9282707.jpg,0,1,true,3,train,true
fashionpedia,train2020,481,ad1030c1188637b62b9dc0c7ed124099.jpg,0,1,true,3,train,true
fashionpedia,train2020,482,2127a53f03388bee20e3bfc8b229df28.jpg,0,1,true,1,train,true
fashionpedia,train2020,484,47209168235ce43983e1df47d7bcab39.jpg,0,1,true,1,train,true
fashionpedia,train2020,490,ce58e988f108dd47f6c137cf76378812.jpg,0,1,true,6,train,true
fashionpedia,train2020,493,3f6753705b0b3b324d360fa52495c848.jpg,0,1,true,2,train,true
fashionpedia,train2020,499,08a29758ecb141a52a28e709b485ac3d.jpg,0,1,true,2,train,true
fashionpedia,train2020,502,0b3ffa712c9448e14cb245b306111d50.jpg,0,1,true,2,train,true
fashionpedia,train2020,505,34299a54b636d6ae659ec77f1709a5f4.jpg,0,1,true,3,train,true
fashionpedia,train2020,509,72a9fa5b84746adc3d54f513f4bf2eef.jpg,0,1,true,1,train,true
fashionpedia,train2020,510,6b1d8eca7401ee95b070f5c28e2df96d.jpg,0,1,true,2,train,true
fashionpedia,train2020,514,8e62d473bc162ca223890aa872b7e08d.jpg,0,1,true,2,train,true
fashionpedia,train2020,516,16ddba3f9f400eb18f9996323bb4fed9.jpg,0,1,true,2,train,true
fashionpedia,train2020,520,6129606eaca52c6b455df9e1a9657a97.jpg,0,1,true,1,train,true
fashionpedia,train2020,527,8c641a2d7d22d5a517a69b572b6cb86a.jpg,0,1,true,1,new_val,false
fashionpedia,train2020,528,6a6bb77054aa50449b12a8173807f1dd.jpg,0,1,true,4,train,true
fashionpedia,train2020,535,80301efa49132c72f94f7c723148da87.jpg,0,1,true,2,train,true
fashionpedia,train2020,542,7ae181873bf9bae88957641ef5db2f49.jpg,0,1,true,3,new_val,false
fashionpedia,train2020,546,bf986edd3fecd64ec1d2517ee1de6c23.jpg,0,1,true,2,train,true
fashionpedia,train2020,548,6458f94e7e5b0146699bc77a0e5d0bf0.jpg,0,1,true,4,train,true
fashionpedia,train2020,549,a464d96fae299e8a04491ca0c7915d14.jpg,0,1,true,2,train,true
fashionpedia,train2020,554,c4f66ee6ccaa2a82299393170c39c92e.jpg,0,1,true,2,train,true
fashionpedia,train2020,555,e49a0aa5a447e3a4cd25b7064c15ce62.jpg,0,1,true,2,new_val,false
fashionpedia,train2020,559,773c4fd0ac3a188e9898cd57de9046bc.jpg,0,1,true,2,train,true
fashionpedia,train2020,563,b59cda633ed6197fefac3eec2cbdd6df.jpg,0,1,true,2,train,true
fashionpedia,train2020,565,97d7e3955df810fe8545861bf8f1e68c.jpg,0,1,true,1,new_val,false
fashionpedia,train2020,568,f6e378bd282aab7fbf22f9c240a79f92.jpg,0,1,true,1,train,true
fashionpedia,train2020,569,489f81c9eda9b6a1fef210186d5fb851.jpg,0,1,true,1,train,true
fashionpedia,train2020,578,3577b54373e569f683795fbb7e18374a.jpg,0,1,true,1,train,true
fashionpedia,train2020,580,f12aa2d52dfe701047e0410dff2562c5.jpg,0,1,true,2,train,true
fashionpedia,train2020,582,2019ac89b11a5ec028a0578aa5fe4edf.jpg,0,1,true,2,train,true
fashionpedia,train2020,583,76dd1f131459ff64602129499ae61a0f.jpg,0,1,true,1,train,true
fashionpedia,train2020,584,6a70c8d08b476ada7cc52e1c19b862fc.jpg,0,1,true,1,train,true
fashionpedia,train2020,593,a24b1f3ab95d4f9731d394c35fe3a649.jpg,0,1,true,3,train,true
fashionpedia,train2020,594,755b37051fc24be68509b68815ef4868.jpg,0,1,true,1,train,true
fashionpedia,train2020,595,2d9a5b8b88193b1fa4abfc5a581e5473.jpg,0,1,true,3,train,true
fashionpedia,train2020,596,4f1e84d1931cb797860cdb2c790debf4.jpg,0,1,true,3,train,true
fashionpedia,train2020,601,3d9779203d671de4fef802b755bd21be.jpg,0,1,true,2,train,true
fashionpedia,train2020,617,4aa3adbe60289a222a1981610686196f.jpg,0,1,true,2,train,true
fashionpedia,train2020,619,60c2ec8558b3e0f9031c4fb70a3296a5.jpg,0,1,true,2,train,true
fashionpedia,train2020,623,988955519890b91e68278521c52cf181.jpg,0,1,true,2,train,true
fashionpedia,train2020,624,bc05d29efae8f6cdcf042244a1294ac9.jpg,0,1,true,1,train,true
fashionpedia,train2020,627,ec80ecfe0216662837a4f95560aa0da8.jpg,0,1,true,1,new_val,false
fashionpedia,train2020,630,566d5e9467702bb8d404eb840e2c7b83.jpg,0,1,true,2,train,true
fashionpedia,train2020,633,f1f62b9263956a1f09a84c7465dbec7a.jpg,0,1,true,2,new_val,false
fashionpedia,train2020,644,44edce99ef66aee0956fe17e938a9dbe.jpg,0,1,true,2,train,true
fashionpedia,train2020,648,d2d34421524e3383a096590683621e01.jpg,0,1,true,4,train,true
fashionpedia,train2020,649,63513e53433ff199f1e1f40f93901f3e.jpg,0,1,true,3,train,true
fashionpedia,train2020,651,b35e61330a0472810009b80910bc29b2.jpg,0,1,true,1,new_val,false
fashionpedia,train2020,655,a3496ab4f2737c0878324cbd7607351f.jpg,0,1,true,3,train,true
fashionpedia,train2020,657,d6e328a06de36af3f821d8d743c78500.jpg,0,1,true,3,train,true
fashionpedia,train2020,672,6a7d721c17ddf7712cd86bde6f067fab.jpg,0,1,true,3,train,true
fashionpedia,train2020,673,f4d811181ca6367340272ea2817eebb6.jpg,0,1,true,2,train,true
fashionpedia,train2020,674,0fa4be98f11aaf7970d0230df4ae3ddf.jpg,0,1,true,1,new_val,false
fashionpedia,train2020,676,587418867f37855df1410aaa8e232094.jpg,0,1,true,2,train,true
fashionpedia,train2020,681,f796edb2c8fd0de4ba251a802316acfb.jpg,0,1,true,3,train,true
fashionpedia,train2020,683,b2bac779c3ce5733ca8c477e44ad4d3c.jpg,0,1,true,2,train,true
fashionpedia,train2020,685,dc1262ebac0572e0d1216b08a91859f0.jpg,0,1,true,2,train,true
fashionpedia,train2020,689,c35a07ed7a2ed05559c11c38d00235ec.jpg,0,1,true,2,new_val,false
fashionpedia,train2020,690,6299e6b790109a51e54cf55359132be7.jpg,0,1,true,3,train,true
fashionpedia,train2020,691,9046316b4a890b8aa427ad36b04443ad.jpg,0,1,true,1,train,true
fashionpedia,train2020,693,35d89b79e4ffd9da703408aa25cf230a.jpg,0,1,true,3,train,true
fashionpedia,train2020,695,1b65d189910ba8ba68e64a57d58eb863.jpg,0,1,true,1,train,true
fashionpedia,train2020,697,63bc20562923b07a6c0dff23c64f19b1.jpg,0,1,true,2,train,true
fashionpedia,train2020,699,b9c32af18f17f8387a9713e5bb436fd7.jpg,0,1,true,1,new_val,false
fashionpedia,train2020,702,327e031815a55aa9e44da20bae4ed3ac.jpg,0,1,true,2,train,true
fashionpedia,train2020,709,69a9b253f799d9636cd9a9a75139f3d2.jpg,0,1,true,1,train,true
fashionpedia,train2020,710,8cf03452ecb66e0b7b2174b9e5964eb0.jpg,0,1,true,2,train,true
fashionpedia,train2020,711,5b60edb545c0d0af07250f75fefc525c.jpg,0,1,true,2,train,true
fashionpedia,train2020,717,72ec8a69b59e7c23a2542b752906df83.jpg,0,1,true,2,train,true
fashionpedia,train2020,726,a023123759d96ac5abe8cd2c6b0c93f2.jpg,0,1,true,3,train,true
fashionpedia,train2020,730,417d1ab0069ab5ba8515dc22e7446449.jpg,0,1,true,2,train,true
fashionpedia,train2020,732,cf52c0367acdbb6381e22b0820fb49c0.jpg,0,1,true,1,train,true
fashionpedia,train2020,733,edb7db1fcb69296415e2f32cd5cac1ba.jpg,0,1,true,3,new_val,false
fashionpedia,train2020,737,d2530e8342cc6ede0a60aa803e55ec70.jpg,0,1,true,2,train,true
fashionpedia,train2020,738,62177ff1f8eb6740e6b057208800ebae.jpg,0,1,true,1,train,true
fashionpedia,train2020,739,cbaf473aaed480be991c5620d82475ef.jpg,0,1,true,3,train,true
fashionpedia,train2020,740,d65eff760d841520cfd3dd89019e2b33.jpg,0,1,true,1,train,true
fashionpedia,train2020,746,93e6cf5581a6f3d6b49a18caed5593e9.jpg,0,1,true,2,train,true
fashionpedia,train2020,747,f708370d2e41cd3bdd62bb4018bbb63c.jpg,0,1,true,3,new_val,false
fashionpedia,train2020,749,712d0f3fd44731177e4b83a1929b3c4a.jpg,0,1,true,3,train,true
fashionpedia,train2020,752,eda1db8a392e00b4042d72e07a94fca9.jpg,0,1,true,3,train,true
fashionpedia,train2020,756,c950bfe4a731109105d6d4c542ab7521.jpg,0,1,true,1,train,true
fashionpedia,train2020,757,4767251a8a3f92c6d0585fee551e74a4.jpg,0,1,true,1,train,true
fashionpedia,train2020,758,78106bc7a4a774692fa534f0dd65e198.jpg,0,1,true,1,train,true
fashionpedia,train2020,759,90f9303884cfe59328016d6ceb441adc.jpg,0,1,true,2,train,true
fashionpedia,train2020,767,680696016e07ba4f18aecee96fd9861f.jpg,0,1,true,1,train,true
fashionpedia,train2020,771,dbee568e0f861db3bd4081cb12d6878a.jpg,0,1,true,2,train,true
fashionpedia,train2020,774,816fc4498c6a6ef9aa206b2824d462de.jpg,0,1,true,1,train,true
fashionpedia,train2020,775,3086fbc479c8ff1c107b746b3529567a.jpg,0,1,true,2,train,true
fashionpedia,train2020,776,0856ba7fc6614b953232b228ea1baf48.jpg,0,1,true,2,train,true
fashionpedia,train2020,781,e840c9c831261958fe40c964019b4a5d.jpg,0,1,true,2,train,true
fashionpedia,train2020,783,0097977ba02a750e562c1f6bde0b686e.jpg,0,1,true,1,new_val,false
fashionpedia,train2020,786,b35686885e9fcf93bc51b4b8e54cc07b.jpg,0,1,true,2,train,true
fashionpedia,train2020,787,79fc8166d7f69d8c5810e364f70cba7b.jpg,0,1,true,3,train,true
fashionpedia,train2020,789,e8dfb3d9e716614c64f1cd8686feb38d.jpg,0,1,true,2,train,true
fashionpedia,train2020,790,fd150330c8a62cd9ab45e51f4de6969f.jpg,0,1,true,1,new_val,false
fashionpedia,train2020,803,1b1f0ac0a015f5d5d65fbbb6fb92ee64.jpg,0,1,true,1,train,true
fashionpedia,train2020,804,4e4d50d02301ed854ba1ad6a60b86028.jpg,0,1,true,1,train,true
fashionpedia,train2020,810,16c7ee29a772300230322380e1502dbb.jpg,0,1,true,1,train,true
fashionpedia,train2020,811,14631f2f41cff96f27ebd3dd47dd5ba4.jpg,0,1,true,1,train,true
fashionpedia,train2020,813,5d2dfb88c5aaae295d7e6e3e4bc8529d.jpg,0,1,true,1,train,true
fashionpedia,train2020,815,52498782176312b5b46efc6fa2e457fd.jpg,0,1,true,4,train,true
fashionpedia,train2020,818,1e0d5fd2900ba1199dc8cff16dfcb62b.jpg,0,1,true,1,train,true
fashionpedia,train2020,823,ef4b3530901e19c29a6debd14fb05eac.jpg,0,1,true,1,train,true
fashionpedia,train2020,824,127c75d34261223429e1168c5a1e1cb1.jpg,0,1,true,1,train,true
fashionpedia,train2020,829,1d83d29297c4f06d45ec0f77ad91563f.jpg,0,1,true,2,train,true
fashionpedia,train2020,832,ebfda352bd5113859294aff74239faed.jpg,0,1,true,3,train,true
fashionpedia,train2020,835,eaf0a9326b46fac24998e1d5a6e4f8f6.jpg,0,1,true,1,train,true
fashionpedia,train2020,836,1a4431dbcda81b234de55e098a5af094.jpg,0,1,true,1,train,true
fashionpedia,train2020,841,14513692f82f1c603cdc9ae52ebc1469.jpg,0,1,true,3,train,true
fashionpedia,train2020,843,c13a5eb445b0b9a1bdac23e7509017aa.jpg,0,1,true,2,train,true
fashionpedia,train2020,845,9e6bd17db4f65575cb6215a76886f070.jpg,0,1,true,2,train,true
fashionpedia,train2020,848,6f0f8e6a7c065f36231d75b2fdbd933b.jpg,0,1,true,3,train,true
fashionpedia,train2020,851,16b51737ef50be4e67b5d13eb9514ae7.jpg,0,1,true,2,train,true
fashionpedia,train2020,853,84227dbe5d6cfabfe14b8fcd631dbba6.jpg,0,1,true,1,train,true
fashionpedia,train2020,865,798bedc91845c2c3918d4a0597c706e1.jpg,0,1,true,1,train,true
fashionpedia,train2020,869,5c58aae536241e020226e9c9885e2d3b.jpg,0,1,true,2,train,true
fashionpedia,train2020,872,81946da9c6d8118f1a46ebc3ad451e46.jpg,0,1,true,2,train,true
fashionpedia,train2020,876,72eefd08ed57bd960218d039c3b64014.jpg,0,1,true,3,train,true
fashionpedia,train2020,877,1586ec1b2d4e048d260ffeecd75ea7d4.jpg,0,1,true,2,train,true
fashionpedia,train2020,879,d084bd303691fafe4e0bb33b7d972a40.jpg,0,1,true,1,train,true
fashionpedia,train2020,881,684b97721444b805b517cfe41ca766e7.jpg,0,1,true,2,train,true
fashionpedia,train2020,887,0683db033b7041f9fd74e269b9febe30.jpg,0,1,true,2,train,true
fashionpedia,train2020,891,260184d82355f4db33679864e81d3712.jpg,0,1,true,1,train,true
fashionpedia,train2020,893,736b0de74bafd4886034106860e2f28a.jpg,0,1,true,1,train,true
fashionpedia,train2020,896,0d48961151d7c5c9c91c2d00493b4e90.jpg,0,1,true,2,new_val,false
fashionpedia,train2020,898,ffb493fb5d67f7d118109797d6bbce10.jpg,0,1,true,1,train,true
fashionpedia,train2020,900,2ff075f2f386cfee100032d926e26c7f.jpg,0,1,true,1,train,true
fashionpedia,train2020,906,d97435543c5fb5f1507ef5cc669e45e5.jpg,0,1,true,2,train,true
