dataset,official_split,image_id,original_filename,source_shard,augmentation_round,selected,valid_crop_count,usage_split,used_for_training
fashionpedia,train2020,15574,62a91f891db700449eb56491718b4b43.jpg,2,2,true,4,train,true
fashionpedia,train2020,15592,223494ac0f3aa588076c0625e8ff03ca.jpg,2,2,true,1,train,true
fashionpedia,train2020,15609,d873390a9376d90b86774903123c64f8.jpg,2,2,true,2,train,true
fashionpedia,train2020,15613,26fffa80120a921292ca90eaa0f282bd.jpg,2,2,true,1,train,true
fashionpedia,train2020,15615,01caa10aa8440a20c53ade1c86ece1a9.jpg,2,2,true,2,train,true
fashionpedia,train2020,15621,60cffc061ab848af21b9216df02aa5b5.jpg,2,2,true,2,train,true
fashionpedia,train2020,15625,c6cd4430da84112f4df013e438d3a671.jpg,2,2,true,1,train,true
fashionpedia,train2020,15627,3538583856387f254ab5b881b452f56b.jpg,2,2,true,2,train,true
fashionpedia,train2020,15637,af96347f0bb8dacb76776c0e042e61eb.jpg,2,2,true,1,train,true
fashionpedia,train2020,15639,f3066cb24e2456b683005ca11acb43fc.jpg,2,2,true,2,train,true
fashionpedia,train2020,15640,9f2488aeb03a9edbb89d7d703e123270.jpg,2,2,true,1,train,true
fashionpedia,train2020,15647,1fa272c58e63293762e698c6beb74b10.jpg,2,2,true,1,train,true
fashionpedia,train2020,15652,5b90b68ac4dbd0528f23eb5ff79c2e48.jpg,2,2,true,1,train,true
fashionpedia,train2020,15662,5e9e3a0eeae60683808e5ca134781f7f.jpg,2,2,true,4,train,true
fashionpedia,train2020,15664,2661cd5e9eaca62a15ba63b3d9e58be0.jpg,2,2,true,2,train,true
fashionpedia,train2020,15666,43602779f9ea14b78e552fd08fe73b39.jpg,2,2,true,2,train,true
fashionpedia,train2020,15669,2e818fc5a96fc601fb8d4b52f3e50b4c.jpg,2,2,true,1,train,true
fashionpedia,train2020,15671,7e1cbaf75535ce1d41aa4e5ad14f64a4.jpg,2,2,true,1,train,true
fashionpedia,train2020,15672,a0b127184c5bfadad84759e22676b8e7.jpg,2,2,true,2,train,true
fashionpedia,train2020,15679,26534ee1a9306a51151616b3b94636a3.jpg,2,2,true,1,train,true
fashionpedia,train2020,15688,2f9eb4e5591b9a4c6b33bbb2a20c2030.jpg,2,2,true,2,train,true
fashionpedia,train2020,15694,2965e6a4576bf8536dbeff185d2b2cf0.jpg,2,2,true,1,train,true
fashionpedia,train2020,15696,37391d5cb4697872b10892cef55a5d0f.jpg,2,2,true,2,train,true
fashionpedia,train2020,15700,3e63abe998c6678b481a442425b3084e.jpg,2,2,true,2,train,true
fashionpedia,train2020,15706,985b8ed6bd6c7d7e12935bd9e4823592.jpg,2,2,true,2,train,true
fashionpedia,train2020,15710,294546842048052d99dc42580f66c5ea.jpg,2,2,true,2,train,true
fashionpedia,train2020,15713,62d156ae6d569164112cce955e7bc259.jpg,2,2,true,1,train,true
fashionpedia,train2020,15715,de352013f30b5a74e7d2e54eedd21574.jpg,2,2,true,2,train,true
fashionpedia,train2020,15719,41a54777671aa04354893a77e192f72e.jpg,2,2,true,2,train,true
fashionpedia,train2020,15722,ca14cae418d42c1bf278dfbc24a1f216.jpg,2,2,true,4,train,true
fashionpedia,train2020,15723,e8cf1434d343761349254138e335f405.jpg,2,2,true,1,train,true
fashionpedia,train2020,15730,d31df237b9ddfe3e631e2ee5c6730a03.jpg,2,2,true,1,train,true
fashionpedia,train2020,15734,78b1889e5526eb9d4de5298081210acc.jpg,2,2,true,2,train,true
fashionpedia,train2020,15740,90bbdc597c03deefcea729ea16b16e1c.jpg,2,2,true,2,train,true
fashionpedia,train2020,15746,058b3914ca7fae47e74e77937238bc99.jpg,2,2,true,2,train,true
fashionpedia,train2020,15747,7ddbd17016535b31c3a9e5da3128f698.jpg,2,2,true,2,train,true
fashionpedia,train2020,15751,169bdc425038f4804eddcbc8323345c7.jpg,2,2,true,3,train,true
fashionpedia,train2020,15752,75d25fc7410096300d88a7cb30069d74.jpg,2,2,true,1,train,true
fashionpedia,train2020,15756,ead9b6e9a0655cf2bfb6a4f31449b132.jpg,2,2,true,2,train,true
fashionpedia,train2020,15757,95714b37a450c1bd9580337793d3d76c.jpg,2,2,true,2,train,true
fashionpedia,train2020,15761,6751deca3bb523c20d75dace81228b65.jpg,2,2,true,2,train,true
fashionpedia,train2020,15762,f2170b5854cd3a210f9850b1edda8af0.jpg,2,2,true,3,train,true
fashionpedia,train2020,15765,521f9b4228e4180052443759fc5c5f40.jpg,2,2,true,3,train,true
fashionpedia,train2020,15773,b29b8fc7e0d88e905b9639ac1ef229f4.jpg,2,2,true,2,train,true
fashionpedia,train2020,15775,a0daa8c3bb4fe2d718656887c1911fa2.jpg,2,2,true,2,train,true
fashionpedia,train2020,15778,bd54e0ecea0fdc3f5dbac7712dae2d5f.jpg,2,2,true,3,train,true
fashionpedia,train2020,15779,dbceb496e3a64e0adcef54b54020b773.jpg,2,2,true,1,train,true
fashionpedia,train2020,15780,74b64c892658674010e49ee6738752a9.jpg,2,2,true,1,train,true
fashionpedia,train2020,15784,719880ce159b3100feb16f02042615f3.jpg,2,2,true,2,train,true
fashionpedia,train2020,15792,9125c7c29aa2d4364488f2bebfc9ad7f.jpg,2,2,true,2,train,true
fashionpedia,train2020,15801,604f66c8e211b1df698e89a83c3f3299.jpg,2,2,true,1,train,true
fashionpedia,train2020,15804,55260fc6fdcad5958f0aa0d075135fda.jpg,2,2,true,3,train,true
fashionpedia,train2020,15810,88a891568a3667acb1e87ba04880b6eb.jpg,2,2,true,2,train,true
fashionpedia,train2020,15821,5e323e7ddec4d2a521b30d683f4130e2.jpg,2,2,true,2,train,true
fashionpedia,train2020,15822,51838c76f62bef8f55d5c66beb5e1607.jpg,2,2,true,2,train,true
fashionpedia,train2020,15826,3fbfe885ca143f0841406d3b8311ed5f.jpg,2,2,true,3,train,true
fashionpedia,train2020,15832,ac3ffd91df1bf1314ee728096d320157.jpg,2,2,true,3,train,true
fashionpedia,train2020,15833,c4de2b876ec948225e74b727ba459521.jpg,2,2,true,3,train,true
fashionpedia,train2020,15842,571f8c9f11b790999bf207e09c222cbe.jpg,2,2,true,2,train,true
fashionpedia,train2020,15855,052009c4e56cdf013af0dc726b3a6cf2.jpg,2,2,true,1,train,true
fashionpedia,train2020,15863,05584082eb8fbf025861b0a0377a4f19.jpg,2,2,true,1,train,true
fashionpedia,train2020,15864,30bd13d6bdd55a02d7cb2ec9ce6931e3.jpg,2,2,true,3,train,true
fashionpedia,train2020,15879,6cd4f7de2692638847746496c3278182.jpg,2,2,true,3,train,true
fashionpedia,train2020,15896,f18dda6cd6ff864446a310d22ca0ff22.jpg,2,2,true,2,train,true
fashionpedia,train2020,15898,d82b2c74a9ad94140fc386dc176ec110.jpg,2,2,true,2,train,true
fashionpedia,train2020,15903,0c536db657f5ba273043ca9956a52ae0.jpg,2,2,true,1,train,true
fashionpedia,train2020,15904,6badf740c097614a9e7e6233364fc0f9.jpg,2,2,true,2,train,true
fashionpedia,train2020,15927,4af265da15b7af2f127b28e18f652c50.jpg,2,2,true,3,train,true
fashionpedia,train2020,15928,70c85cb8954bc7039967435e671efba0.jpg,2,2,true,1,train,true
fashionpedia,train2020,15929,d94a435efecf9af91393934ba63bba3d.jpg,2,2,true,2,train,true
fashionpedia,train2020,15932,314fed0d160b8e53ea08bb5b8c0c5d80.jpg,2,2,true,1,train,true
fashionpedia,train2020,15933,de7b98f6a94471fada9ccbfed4ca7409.jpg,2,2,true,2,train,true
fashionpedia,train2020,15943,755ec8a4ed11e377ea773f80feb5be8d.jpg,2,2,true,2,train,true
fashionpedia,train2020,15951,91eef557a2d1019968db8bc0d5e6f4d5.jpg,2,2,true,2,train,true
fashionpedia,train2020,15957,0dbc93e78364d9c93850c8f8c6d2b72d.jpg,2,2,true,2,train,true
fashionpedia,train2020,15966,3d50a06296e781d4ac1d99e319a58384.jpg,2,2,true,1,train,true
fashionpedia,train2020,15970,ce95b85c661915b9fafa25b81ca9ef82.jpg,2,2,true,1,train,true
fashionpedia,train2020,15981,d4b2dd4b064c67c262c648796e93ccf3.jpg,2,2,true,2,train,true
fashionpedia,train2020,15991,c89ece0a9fedfad6de181205dad7522a.jpg,2,2,true,1,train,true
fashionpedia,train2020,15993,26bca999a1665892f904168c8a84ee90.jpg,2,2,true,2,train,true
fashionpedia,train2020,16007,577d28e64ca10fb37b43c8ec1ad2815a.jpg,2,2,true,2,train,true
fashionpedia,train2020,16009,eac0ebc831eeb117fb36c86452b6c5f5.jpg,2,2,true,2,train,true
fashionpedia,train2020,16018,04573e75d85a67fadc0a39265dfbfe2a.jpg,2,2,true,1,train,true
fashionpedia,train2020,16023,7970d4a1ea9bcd39eefb5b7afb07c0cd.jpg,2,2,true,2,train,true
fashionpedia,train2020,16030,7935a9d043f3b9201c9763cb7e3ec1da.jpg,2,2,true,1,train,true
fashionpedia,train2020,16032,78e802460ecbfda33375352002c1696e.jpg,2,2,true,2,train,true
fashionpedia,train2020,16036,a7ebb18d7f36869e9953d2626fbc966d.jpg,2,2,true,2,train,true
fashionpedia,train2020,16045,96b379e45578a41f1f6d0940c30f0659.jpg,2,2,true,2,train,true
fashionpedia,train2020,16057,033d084b3233c89aa7d94a6336433f55.jpg,2,2,true,2,train,true
fashionpedia,train2020,16061,8ba44a6c895f1a53788656751d67c022.jpg,2,2,true,1,train,true
fashionpedia,train2020,16064,926b513271f403ec1390498dc497a725.jpg,2,2,true,2,train,true
fashionpedia,train2020,16070,8d87a0f0db65e3dc357dec701fc9e288.jpg,2,2,true,3,train,true
fashionpedia,train2020,16071,9520b2f13b44f55e16a8a0bbb5dbb234.jpg,2,2,true,2,train,true
fashionpedia,train2020,16074,ec137052c7ab1b83eb722b05f47b98bd.jpg,2,2,true,3,train,true
fashionpedia,train2020,16076,7aa425176c7c21f648b04cfdf94c421f.jpg,2,2,true,2,train,true
fashionpedia,train2020,16090,54c55bd3f699a378e68520304b6c08df.jpg,2,2,true,2,train,true
fashionpedia,train2020,16092,bafb787c28383d007844dd0fb6049368.jpg,2,2,true,2,train,true
fashionpedia,train2020,16093,f4eb81ef1bd772c8c306559f57f816ee.jpg,2,2,true,1,train,true
fashionpedia,train2020,16094,5c13b4c1777af1108d852d5ac2359477.jpg,2,2,true,2,train,true
fashionpedia,train2020,16096,0efef69fa4f99cfaa9bee9b679f22dc3.jpg,2,2,true,3,train,true
fashionpedia,train2020,16099,09d23b1a1806d3ca7f1af97ee2d3c48e.jpg,2,2,true,2,train,true
fashionpedia,train2020,16118,04a3e7dd505c7e3fd63df877f864dcfd.jpg,2,2,true,1,train,true
fashionpedia,train2020,16126,048b16c3e08c404a4e24e01bde701001.jpg,2,2,true,2,train,true
fashionpedia,train2020,16135,581b820b5b4172ab305d7fd85487fdcd.jpg,2,2,true,1,train,true
fashionpedia,train2020,16138,0cb795d6ea1cb74611e6bb4dc64fee15.jpg,2,2,true,1,train,true
fashionpedia,train2020,16144,73f8a848673cf30325f1b466cedb86be.jpg,2,2,true,1,train,true
fashionpedia,train2020,16146,84c3322754483204f75545ed79c7f167.jpg,2,2,true,1,train,true
fashionpedia,train2020,16152,8ca2397535a08e0d9ee47dd5c8b1cabc.jpg,2,2,true,1,train,true
fashionpedia,train2020,16156,ae075e2ba47763a5f61c82dc625d6d63.jpg,2,2,true,1,train,true
fashionpedia,train2020,16161,2aafead004c58e4b0876d73d1c802790.jpg,2,2,true,2,train,true
fashionpedia,train2020,16162,d29200531961b85f63d06fd735273da9.jpg,2,2,true,1,train,true
fashionpedia,train2020,16164,b41e754ab83bee9b56adf0e699c51a50.jpg,2,2,true,2,train,true
fashionpedia,train2020,16167,07600d2c6d6d9c412ed49c947d6e7326.jpg,2,2,true,1,train,true
fashionpedia,train2020,16172,c1e15906ad4f0aefd8d3f94623e0801c.jpg,2,2,true,2,train,true
fashionpedia,train2020,16176,ad498d1336084209d2145ed4cef74b6b.jpg,2,2,true,2,train,true
fashionpedia,train2020,16185,5f0107022d43473ba961eb49cc501c95.jpg,2,2,true,2,train,true
fashionpedia,train2020,16190,b0e93d9839733ccc83e6f2d38c6fde2f.jpg,2,2,true,1,train,true
fashionpedia,train2020,16192,b745d75ae7bbecd6c3e83043bc9855c5.jpg,2,2,true,2,train,true
fashionpedia,train2020,16196,5ab0b63eb66a72bbfcb370a27be74287.jpg,2,2,true,1,train,true
fashionpedia,train2020,16197,5d01ab1a9cff4388b9791a72ff9bd73e.jpg,2,2,true,1,train,true
fashionpedia,train2020,16201,e4fff017a87098a45881466188353273.jpg,2,2,true,3,train,true
fashionpedia,train2020,16202,117f7d2606202cae4113cca65ecd9dba.jpg,2,2,true,3,train,true
fashionpedia,train2020,16204,6e5d2888855f3294ae0d5400e65b153a.jpg,2,2,true,1,train,true
fashionpedia,train2020,16209,dd8c7639eb0a958e9b6359da4ac2d012.jpg,2,2,true,2,train,true
fashionpedia,train2020,16215,331df1664f1aa54810ea3f3443ff1b68.jpg,2,2,true,2,train,true
fashionpedia,train2020,16233,3825c562b7abb41f6e16dca01795bb10.jpg,2,2,true,1,train,true
fashionpedia,train2020,16240,995001ab27fb4def1f3517ca4817de5d.jpg,2,2,true,1,train,true
fashionpedia,train2020,16241,8cf03f7fdf9520f3fc5e5e5b1bdb9676.jpg,2,2,true,2,train,true
fashionpedia,train2020,16244,5f0ca0dac777d8ae8ff248bc72d9ff92.jpg,2,2,true,2,train,true
fashionpedia,train2020,16245,b50da6e50286241cdfcfefad51aa5921.jpg,2,2,true,1,train,true
fashionpedia,train2020,16253,ed045730d4654a1d71d34e7ea752e183.jpg,2,2,true,1,train,true
fashionpedia,train2020,16256,d6e841f89bc7c48b49154a89953f0303.jpg,2,2,true,1,train,true
fashionpedia,train2020,16258,06f4a7a883598398c0961d099af0364a.jpg,2,2,true,2,train,true
fashionpedia,train2020,16259,7c1ed4fbfa4a2785dd5aa10bd63c7e93.jpg,2,2,true,2,train,true
fashionpedia,train2020,16266,258d8060d05556afe7440ac9aa6b374a.jpg,2,2,true,1,train,true
fashionpedia,train2020,16268,ca91e09391e6357f1fc4382e5a1b959d.jpg,2,2,true,2,train,true
fashionpedia,train2020,16271,753548c4b8b6547c0ae0269bf25b0aab.jpg,2,2,true,2,train,true
fashionpedia,train2020,16272,61fcbb4cf5f9d8471c6c97c205a3ee25.jpg,2,2,true,3,train,true
fashionpedia,train2020,16276,21e4a38be9177c18e6eda0cd9dca485e.jpg,2,2,true,2,train,true
fashionpedia,train2020,16280,74386977a46402f7e55702f5bdfa396a.jpg,2,2,true,2,train,true
fashionpedia,train2020,16301,58c1643a484eaf6b11bdeef540c69d3e.jpg,2,2,true,1,train,true
fashionpedia,train2020,16302,ef2e7e835f13f4b630ab226ba89ae5af.jpg,2,2,true,3,train,true
fashionpedia,train2020,16304,97a2de44b039b83d8807d5fe318f7932.jpg,2,2,true,2,train,true
fashionpedia,train2020,16306,f3446a14aa6ed75fb34fb8a35684fb52.jpg,2,2,true,2,train,true
fashionpedia,train2020,16315,d954cba99803f2610c4ce3ecda3653d4.jpg,2,2,true,1,train,true
fashionpedia,train2020,16316,107ba00021f7528637115e707ccc5a92.jpg,2,2,true,2,train,true
fashionpedia,train2020,16332,7eac01a8810e84facdc0513b8e9b2095.jpg,2,2,true,1,train,true
fashionpedia,train2020,16333,3c020dcbc5f347ebaa8eb9b867e9dcd3.jpg,2,2,true,2,train,true
fashionpedia,train2020,16348,8acb4f31d859c32616c8eaca772b7c98.jpg,2,2,true,1,train,true
fashionpedia,train2020,16353,d4d3ed672edca43d2d84fc33f805ff4c.jpg,2,2,true,3,train,true
fashionpedia,train2020,16355,4b6b56c6db9b2ad46639554ab281f2be.jpg,2,2,true,2,train,true
fashionpedia,train2020,16358,758895e297454df2e2d753156de76101.jpg,2,2,true,2,train,true
fashionpedia,train2020,16361,7641c2fb25c33cfa17350704ebb5d5c0.jpg,2,2,true,3,train,true
fashionpedia,train2020,16367,d8db8088b197516cc649127a251b92b3.jpg,2,2,true,3,train,true
fashionpedia,train2020,16375,f6601cde98eca2f926925437005b7ec1.jpg,2,2,true,2,train,true
fashionpedia,train2020,16380,1b4ee7a2b7321cfc018615e1977bf994.jpg,2,2,true,2,train,true
fashionpedia,train2020,16396,ad80c9ef6cb493a4fc7e46be3d79803d.jpg,2,2,true,2,train,true
fashionpedia,train2020,16397,2afa931a8cb9eb8f793ff9d6f097d5fc.jpg,2,2,true,1,train,true
fashionpedia,train2020,16400,742b472c9daa4a9164c7636f34dfba37.jpg,2,2,true,2,train,true
fashionpedia,train2020,16405,0dd7c0ea555fb717fd2c90ba565aca1c.jpg,2,2,true,1,train,true
fashionpedia,train2020,16407,5481193531c4442966cd5d6a7b8890b0.jpg,2,2,true,3,train,true
fashionpedia,train2020,16414,a473e72b1240a90bd3a4d9296c702f4f.jpg,2,2,true,2,train,true
fashionpedia,train2020,16420,ffc105abc4f37e1bc139934f70c0aa96.jpg,2,2,true,2,train,true
fashionpedia,train2020,16426,c917ad8a0f5e7f4c9e4785db240d5b63.jpg,2,2,true,3,train,true
fashionpedia,train2020,16428,694b45e7186944890baef4888f5b1bad.jpg,2,2,true,1,train,true
fashionpedia,train2020,16430,7fff59cb3f9ab31276230ba4485be2f4.jpg,2,2,true,3,train,true
fashionpedia,train2020,16433,85aa1adedacc1d8472601a9fef4a54a7.jpg,2,2,true,3,train,true
fashionpedia,train2020,16436,000b3a87508b0fa185fbd53ecbe2e4c6.jpg,2,2,true,1,train,true
fashionpedia,train2020,16445,390b6dd4e169aa0f7dc045885c632585.jpg,2,2,true,1,train,true
fashionpedia,train2020,16451,dd04ee06add8b90316e13df016f2d71f.jpg,2,2,true,3,train,true
fashionpedia,train2020,16463,22f6e7c701e4090f0c7fd50ad6e242f2.jpg,2,2,true,3,train,true
fashionpedia,train2020,16468,46ffe207b8f2c33a2b237faea488e64a.jpg,2,2,true,2,train,true
fashionpedia,train2020,16474,ef9c83d91bf2ac51148001f8523f5c9f.jpg,2,2,true,3,train,true
fashionpedia,train2020,16480,073c09066ede4bb5adb070603a7bfd33.jpg,2,2,true,1,train,true
fashionpedia,train2020,16501,20f8d340c61a1bc888fbdda1a2e02731.jpg,2,2,true,1,train,true
fashionpedia,train2020,16510,43a3d7fdc91ea9bc815fba205f77abd9.jpg,2,2,true,1,train,true
fashionpedia,train2020,16520,ac6f324977e7cf7e93020b180ff054bb.jpg,2,2,true,1,train,true
fashionpedia,train2020,16523,96a9c766377de39c00a70e5b68d184ee.jpg,2,2,true,2,train,true
fashionpedia,train2020,16524,61662647316ffd25a82c1a11a71053a5.jpg,2,2,true,2,train,true
fashionpedia,train2020,16525,bee8bd227d62003abed76200cd642545.jpg,2,2,true,1,train,true
fashionpedia,train2020,16527,59118ddd59f325a2238adfaa386cc237.jpg,2,2,true,3,train,true
fashionpedia,train2020,16543,d4357714578c0a43113dfb7a4aee3f41.jpg,2,2,true,1,train,true
fashionpedia,train2020,16547,d9c8898f0b0715c04117e8b160338817.jpg,2,2,true,1,train,true
fashionpedia,train2020,16554,cfab23a52db473aef3aae1f1e5a503fa.jpg,2,2,true,1,train,true
fashionpedia,train2020,16556,9742f10612336ba0f10764d24e172c56.jpg,2,2,true,2,train,true
fashionpedia,train2020,16562,860e2108db41eef620e55c3d0ece12bd.jpg,2,2,true,3,train,true
fashionpedia,train2020,16563,b99191917e403d62b130e45acd0a7e17.jpg,2,2,true,2,train,true
fashionpedia,train2020,16577,47661189ee141ec04b68c2ed6e8436fd.jpg,2,2,true,1,train,true
fashionpedia,train2020,16579,a44f494491b782b3e42dcd62d8d8fde2.jpg,2,2,true,2,train,true
fashionpedia,train2020,16580,797ba5d178b376d769811553c0b6ed8f.jpg,2,2,true,2,train,true
fashionpedia,train2020,16587,c4020d4dae4d0fce9f5a8d9176af6383.jpg,2,2,true,2,train,true
fashionpedia,train2020,16591,fe3a8d384beefe9b6f202446abdbfc92.jpg,2,2,true,1,train,true
fashionpedia,train2020,16601,02bfc391526810ddbde1a2cf4abb10af.jpg,2,2,true,2,train,true
fashionpedia,train2020,16603,3cf5db5d03beb20e175549e005bd2603.jpg,2,2,true,2,train,true
fashionpedia,train2020,16609,3d7fdabde2ae9e536690d162d2292aef.jpg,2,2,true,3,train,true
fashionpedia,train2020,16612,0790ec9dca33506943c2b00f34eaf74d.jpg,2,2,true,1,train,true
fashionpedia,train2020,16616,417eb2a1c78dabcd973d22d6b7a29b6e.jpg,2,2,true,2,train,true
fashionpedia,train2020,16625,17501f799656d69b080782649c54b50e.jpg,2,2,true,1,train,true
fashionpedia,train2020,16645,9c5f9db2b3a80addac2f658de83556fb.jpg,2,2,true,1,train,true
fashionpedia,train2020,16657,c1f10f019bae6a4a735ba986f968271e.jpg,2,2,true,1,train,true
fashionpedia,train2020,16669,fc21d81fb821d214b4f4f1d7f553475d.jpg,2,2,true,2,train,true
fashionpedia,train2020,16670,b1a46f4e0f0009eb06057ebff0ce84b4.jpg,2,2,true,1,train,true
fashionpedia,train2020,16688,1d8481265cdb4546e826ff769d5411b1.jpg,2,2,true,2,train,true
fashionpedia,train2020,16692,10f12310bbf164990c8806d71cbdb9e3.jpg,2,2,true,3,train,true
fashionpedia,train2020,16696,12dabc435982509fe42f90bcc3181e52.jpg,2,2,true,3,train,true
