dataset,official_split,image_id,original_filename,source_shard,augmentation_round,selected,contributed_labels,selection_score,valid_crop_count,usage_split,used_for_training
fashionpedia,train2020,512,a5f20497e734c3f0559f70a8991496e9.jpg,0,3,true,lower_fit|슬림핏|lower_fit|와이드핏|category|재킷|silhouette|비대칭|collar|라펠 칼라,13.89,5,train,true
fashionpedia,train2020,529,32cde452622a2e9e12001cd5af234d80.jpg,0,3,true,collar|스탠드 칼라|lower_length|무릎 기장|silhouette|A라인,8.284,1,train,true
fashionpedia,train2020,551,07c5cfc18407fa9ac266c5eea5f97936.jpg,0,3,true,upper_fit|오버핏,6.4,2,train,true
fashionpedia,train2020,553,5c37238519be004cf4185c092c6f15d0.jpg,0,3,true,upper_fit|오버핏|lower_length|미디·7부 기장|collar|셔츠 칼라,9.008,1,train,true
fashionpedia,train2020,556,b82447298f9a18597da5d51ce84df7f2.jpg,0,3,true,category|점프수트|pattern|플로럴,5.778,1,train,true
fashionpedia,train2020,558,e087f54ccf4daaeb2e9def9196298196.jpg,0,3,true,neckline|보트넥|pattern|도트,2.699,2,train,true
fashionpedia,train2020,574,335c638bcc33fd6bae842b5c905f494f.jpg,0,3,true,detail|리본|lower_fit|플레어핏,2.743,2,train,true
fashionpedia,train2020,585,68de1cb45a93796a49b01cfabb9dda3f.jpg,0,3,true,neckline|라운드넥|lower_fit|와이드핏|upper_fit|여유핏|category|재킷|detail|플리츠|collar|라펠 칼라,11.868,3,train,true
fashionpedia,train2020,590,f221fc0f57c57b099a176fc49c2089d9.jpg,0,3,true,neckline|라운드넥|lower_length|미디·7부 기장|detail|스팽글,8.297,1,train,true
fashionpedia,train2020,599,dfa3027b976f2efc518060ef8a7f0dca.jpg,0,3,true,pattern|스트라이프|silhouette|A라인|sleeve_shape|캡 소매,4.077,1,train,true
fashionpedia,train2020,618,bc1dda5b8b9a8ff91bbdd73215d5ed8b.jpg,0,3,true,upper_fit|오버핏,6.4,2,train,true
fashionpedia,train2020,646,e130cc08c319d822a9b7c9514ab18639.jpg,0,3,true,upper_fit|오버핏,6.4,1,train,true
fashionpedia,train2020,661,9d6e1fbebe8d4f6dda1a8adffc1c822e.jpg,0,3,true,category|셔츠|lower_length|미디·7부 기장|detail|리본|lower_length|무릎 기장|pattern|플로럴|lower_fit|플레어핏,11.762,3,train,true
fashionpedia,train2020,668,fef367c985934e16530a1113206dcc65.jpg,0,3,true,neckline|터틀넥,5.058,1,train,true
fashionpedia,train2020,698,a1b1aff939747768ee4f5d2a7c281b51.jpg,0,3,true,category|쇼츠|detail|플리츠|pattern|플로럴,3.897,2,train,true
fashionpedia,train2020,712,d87926a6ce54b855ad65b5357f084f29.jpg,0,3,true,category|코트|pattern|체크|silhouette|A라인,4.048,2,train,true
fashionpedia,train2020,714,b8d3ddedf356e71586917df604d33f9d.jpg,0,3,true,silhouette|A라인|silhouette|비대칭|pattern|플로럴,4.005,1,train,true
fashionpedia,train2020,728,fa112f3c95b64e6e26b889dac05c201e.jpg,0,3,true,pattern|스트라이프|detail|리본,2.846,2,train,true
fashionpedia,train2020,731,affa2961cbb315e118c90d63b9a619f5.jpg,0,3,true,upper_fit|오버핏,6.4,2,train,true
fashionpedia,train2020,763,2b329bf2b77a83e564eb7827ff6eeb60.jpg,0,3,true,neckline|보트넥|silhouette|A라인|pattern|플로럴,4.058,1,train,true
fashionpedia,train2020,779,b2d9bd50189ef857d23fe3dacfaa3362.jpg,0,3,true,silhouette|A라인|collar|스탠드 칼라,6.832,1,train,true
fashionpedia,train2020,784,07cb4721fd91bf59bebd9cdacd2024ed.jpg,0,3,true,neckline|라운드넥|upper_fit|오버핏|lower_length|미디·7부 기장|detail|리본,10.456,2,train,true
fashionpedia,train2020,791,89878f1bad1eba790ce5d435462fb0f7.jpg,0,3,true,neckline|라운드넥|upper_fit|오버핏,7.698,3,train,true
fashionpedia,train2020,797,a32642ff2a7ebb281130e7db03e9e389.jpg,0,3,true,pattern|스트라이프|silhouette|A라인|pattern|플로럴,4.048,1,train,true
fashionpedia,train2020,820,fcf546aa8e12b75da8c0c9a9abe3fedd.jpg,0,3,true,neckline|라운드넥|silhouette|O라인|lower_length|무릎 기장,20.75,1,train,true
fashionpedia,train2020,825,61fc28bd6ce7610faa01ca04ce5d8896.jpg,0,3,true,collar|셔츠 칼라|upper_fit|오버핏,7.733,1,train,true
fashionpedia,train2020,827,209293aae524e3d183cb64090aba7f1d.jpg,0,3,true,neckline|보트넥|detail|플리츠,2.866,1,train,true
fashionpedia,train2020,830,444b6b3502e9a47509dff7c5d79860a2.jpg,0,3,true,neckline|보트넥|detail|플리츠,2.866,2,train,true
fashionpedia,train2020,831,80e91fcb88437fa76dddd883bb6201f5.jpg,0,3,true,category|코트|neckline|V넥|lower_fit|플레어핏,3.793,2,train,true
fashionpedia,train2020,833,1053c1cce0b0416dd7e29cac410dd8bf.jpg,0,3,true,lower_fit|슬림핏|category|코트|material|가죽|collar|라펠 칼라,18.244,2,train,true
fashionpedia,train2020,846,4d6c0340201691e427d63247b60e271f.jpg,0,3,true,detail|스팽글,5.725,3,train,true
fashionpedia,train2020,852,6839716041623137af7f8431bb04e43c.jpg,0,3,true,category|코트|lower_fit|와이드핏|collar|라펠 칼라,7.497,3,train,true
fashionpedia,train2020,866,3b77fd5e4c7439f11a69e12312b7cc2e.jpg,0,3,true,neckline|보트넥|detail|플리츠|pattern|플로럴,4.108,1,train,true
fashionpedia,train2020,874,bd1be8eb690eaa5af7bb3915d6e36317.jpg,0,3,true,detail|프릴·러플|neckline|V넥,2.62,1,train,true
fashionpedia,train2020,882,40a17927a3da0f72f21536a1c1a6af36.jpg,0,3,true,category|가디건|neckline|V넥,2.518,2,train,true
fashionpedia,train2020,889,325e62352ae1e49ac82366bb8e0e9382.jpg,0,3,true,category|코트|material|퍼·플리스,5.648,2,train,true
fashionpedia,train2020,914,6fe4dce03b7e2e184b75e50ca2916557.jpg,0,3,true,category|코트|material|퍼·플리스|sleeve_length|7부 소매|lower_length|무릎 기장,8.531,1,train,true
fashionpedia,train2020,916,e96e8735633868c9f88e43fdf2b70ba4.jpg,0,3,true,category|베스트,5.835,2,train,true
fashionpedia,train2020,922,d2b907750d687401599892d795e3d193.jpg,0,3,true,pattern|스트라이프|detail|플리츠,2.857,1,train,true
fashionpedia,train2020,935,a135b0d8edf094cc5caeea8bcb2829d9.jpg,0,3,true,category|점프수트|pattern|플로럴,5.778,2,train,true
fashionpedia,train2020,947,42538d16a831c36463a65f57966c6f9e.jpg,0,3,true,neckline|V넥|sleeve_shape|벨 소매,6.558,1,train,true
fashionpedia,train2020,989,9330fccc663ab9ddeaf9d0cc0763be82.jpg,0,3,true,pattern|체크|detail|프릴·러플,2.689,1,train,true
fashionpedia,train2020,996,b72f11f890c904568c3e09a5b3cb0f0c.jpg,0,3,true,detail|리본|detail|프릴·러플,2.879,1,train,true
fashionpedia,train2020,1008,e801dcff103b2f4c37ec817052ad7c73.jpg,0,3,true,neckline|보트넥|silhouette|비대칭,2.691,2,train,true
fashionpedia,train2020,1040,3b6bf301449082cec1d6b5fdc6299a5e.jpg,0,3,true,lower_length|미디·7부 기장|detail|플리츠|silhouette|X라인|lower_fit|플레어핏,5.394,1,train,true
fashionpedia,train2020,1056,3cac48ade8e80309cfebbee12b6064d3.jpg,0,3,true,upper_fit|오버핏,6.4,1,train,true
fashionpedia,train2020,1063,301c3e2a366509a092132f0abf941deb.jpg,0,3,true,detail|플리츠|sleeve_shape|캡 소매,2.766,2,train,true
fashionpedia,train2020,1070,47c89d3a9953f76c1a62e51ff20b354e.jpg,0,3,true,detail|리본|detail|플리츠|lower_fit|플레어핏,4.238,2,train,true
fashionpedia,train2020,1090,9482c09e2c7cf61ac888da550b1cd062.jpg,0,3,true,category|셔츠|lower_length|미디·7부 기장|lower_length|무릎 기장|pattern|플로럴|lower_fit|플레어핏|collar|라펠 칼라,11.518,2,train,true
fashionpedia,train2020,1095,851272ca2859fee6e06bd6b4762a6146.jpg,0,3,true,pattern|스트라이프|detail|플리츠,2.857,1,train,true
fashionpedia,train2020,1101,3bcaf86d1726c480339cfa317fc9cd8b.jpg,0,3,true,neckline|보트넥|detail|플리츠|pattern|플로럴,4.108,2,train,true
fashionpedia,train2020,1111,090226016789ef35c5c42559c02f0cee.jpg,0,3,true,detail|플리츠|pattern|도트,2.823,1,train,true
fashionpedia,train2020,1119,13ca4528a35059d1b74c585481449ea7.jpg,0,3,true,detail|리본|silhouette|A라인|pattern|플로럴,4.171,1,train,true
fashionpedia,train2020,1139,7df5aa94cbe1023c8c60f2b8809fff3a.jpg,0,3,true,upper_fit|오버핏,6.4,3,train,true
fashionpedia,train2020,1192,798b2f1b35b2978db2bf60ff199037f9.jpg,0,3,true,category|코트|detail|플리츠,2.804,3,train,true
fashionpedia,train2020,1217,e24feb000e7ecccd522e8a1e7185bcae.jpg,0,3,true,upper_fit|오버핏|pattern|플로럴,7.642,2,train,true
fashionpedia,train2020,1222,5c76aed05adf1e3f7c75f503e1dca57f.jpg,0,3,true,category|쇼츠|neckline|보트넥,2.532,2,train,true
fashionpedia,train2020,1223,f3722a2faf38a1817764e9e025e46e1a.jpg,0,3,true,neckline|홀터넥,4.653,1,train,true
fashionpedia,train2020,1236,ce7a0367f6d52c6a9cfe2a8b5aec308c.jpg,0,3,true,pattern|체크|detail|리본,2.778,2,train,true
fashionpedia,train2020,1244,5ed62fa27dbc822aa416295a968c9889.jpg,0,3,true,pattern|스트라이프|upper_fit|오버핏|detail|플리츠,9.257,1,train,true
fashionpedia,train2020,1256,fd044712414e4939262c710666735869.jpg,0,3,true,neckline|보트넥|silhouette|비대칭,2.691,2,train,true
fashionpedia,train2020,1326,9464b26bedb04bf270c299519ac650a0.jpg,0,3,true,pattern|스트라이프|lower_length|미디·7부 기장|silhouette|A라인|detail|플리츠|neckline|V넥,6.8,2,train,true
fashionpedia,train2020,1342,dd000b8cb430c3941ce1279f92648828.jpg,0,3,true,upper_fit|오버핏,6.4,1,train,true
fashionpedia,train2020,1346,6a399810f326f479c9f855d56f75b95b.jpg,0,3,true,pattern|체크|silhouette|비대칭,2.613,2,train,true
fashionpedia,train2020,1355,20c2547a6c42528f5120e241d7084b14.jpg,0,3,true,upper_fit|오버핏,6.4,2,train,true
fashionpedia,train2020,1363,3263a575ffe8b2fd66a15104e9a6f308.jpg,0,3,true,upper_fit|오버핏,6.4,2,train,true
fashionpedia,train2020,1373,9084fda7230e8cd3f483db789493eb15.jpg,0,3,true,detail|프릴·러플|neckline|V넥,2.62,4,train,true
fashionpedia,train2020,1377,4f16b963c3cc181616a14131533dbffa.jpg,0,3,true,pattern|스트라이프|detail|리본|silhouette|A라인,4.291,1,train,true
fashionpedia,train2020,1380,0f8eeeccfbe5608926930b1c2ec289af.jpg,0,3,true,category|베스트,5.835,2,train,true
fashionpedia,train2020,1385,8ad8a0b5a3183881cde24451def4d9cc.jpg,0,3,true,lower_fit|슬림핏|neckline|라운드넥|sleeve_length|7부 소매|upper_fit|오버핏|lower_length|무릎 기장|silhouette|A라인,13.148,3,train,true
fashionpedia,train2020,1398,5eb8cedacac3d3af2c494fad34561a32.jpg,0,3,true,collar|셔츠 칼라|pattern|플로럴|upper_fit|오버핏,8.975,1,train,true
fashionpedia,train2020,1415,84003d9ad099a4f78f109a23b3d50d26.jpg,0,3,true,detail|프릴·러플|detail|플리츠,2.89,1,train,true
fashionpedia,train2020,1427,f8c27c4b4037ec8cb0b289c9f64bc213.jpg,0,3,true,lower_fit|슬림핏|lower_fit|와이드핏|category|재킷|silhouette|비대칭|collar|라펠 칼라,13.89,2,train,true
fashionpedia,train2020,1430,99e7933fe444d6b825fd9866b0effc3a.jpg,0,3,true,neckline|라운드넥|sleeve_shape|퍼프 소매|lower_length|무릎 기장,8.957,1,train,true
fashionpedia,train2020,1437,96deb99bf4633e572a57a7eda2b8d598.jpg,0,3,true,pattern|플로럴|category|점프수트,5.778,1,train,true
fashionpedia,train2020,1445,994a674c8bba21b525cd57006dcc8359.jpg,0,3,true,detail|프릴·러플|neckline|V넥|lower_fit|플레어핏,3.878,2,train,true
fashionpedia,train2020,1458,3230abc4d9e5085b6218d503b13fed7b.jpg,0,3,true,category|코트|detail|플리츠,2.804,3,train,true
fashionpedia,train2020,1478,67727d56793120870020d185a079b843.jpg,0,3,true,upper_fit|오버핏,6.4,2,train,true
fashionpedia,train2020,1490,661185e21403708b1f0c5bc8571515f4.jpg,0,3,true,silhouette|O라인|lower_fit|스트레이트핏|lower_length|무릎 기장|detail|플리츠,22.438,1,train,true
fashionpedia,train2020,1499,bea3bb844d1d96c5b5d7fedeb614cb4c.jpg,0,3,true,upper_fit|오버핏,6.4,2,train,true
fashionpedia,train2020,1509,b4b0bd48aa57d467782eefd0f2268292.jpg,0,3,true,neckline|터틀넥,5.058,2,train,true
fashionpedia,train2020,1522,dc28a89401e4c373ae453d6d68401ba8.jpg,0,3,true,category|쇼츠|category|셔츠|lower_length|미디·7부 기장|lower_length|무릎 기장|upper_fit|여유핏|category|베스트|collar|셔츠 칼라|collar|라펠 칼라,15.155,3,train,true
fashionpedia,train2020,1531,9e2ba9556a7418a9e67852fb4552ee16.jpg,0,3,true,neckline|V넥|silhouette|비대칭,2.544,1,train,true
fashionpedia,train2020,1539,7538333b64a87200817ec04c8fac5e1d.jpg,0,3,true,neckline|보트넥|lower_fit|와이드핏,6.319,2,train,true
fashionpedia,train2020,1544,9e711bcb05910fb419cbbbbc34dc7168.jpg,0,3,true,detail|프릴·러플|neckline|V넥,2.62,1,train,true
fashionpedia,train2020,1562,141290f02a08b604ac2230b1b85759a6.jpg,0,3,true,upper_fit|오버핏,6.4,1,train,true
fashionpedia,train2020,1576,2eaab0eb994ed1a19bd43244600a2fdc.jpg,0,3,true,lower_length|미디·7부 기장|lower_length|무릎 기장|pattern|도트,8.039,1,train,true
fashionpedia,train2020,1585,353637bc69036406ba3bafea952f96ed.jpg,0,3,true,pattern|스트라이프|sleeve_length|7부 소매|lower_length|미디·7부 기장|upper_fit|여유핏|category|베스트,11.486,3,train,true
fashionpedia,train2020,1623,1507913bd016b2b807c5407952f129af.jpg,0,3,true,pattern|스트라이프|detail|리본|silhouette|비대칭,4.165,2,train,true
fashionpedia,train2020,1656,ac2faebb327e985855a5ec8c9eff0269.jpg,0,3,true,neckline|보트넥|detail|플리츠|pattern|플로럴,4.108,1,train,true
fashionpedia,train2020,1669,8e2b5836b55e1c91d9cd2febd1ed4474.jpg,0,3,true,upper_fit|오버핏|lower_length|무릎 기장|pattern|플로럴,9.094,1,train,true
fashionpedia,train2020,1684,092dd1007ddd1ee315d40088e92e3fa8.jpg,0,3,true,upper_fit|오버핏,6.4,1,train,true
fashionpedia,train2020,1694,4a52e79707907cfb7fdf15a5ee43dad3.jpg,0,3,true,upper_fit|오버핏,6.4,1,train,true
fashionpedia,train2020,1718,0dbe6ebd9c305b68efc4c7b12e4dc9da.jpg,0,3,true,neckline|라운드넥|lower_length|미디·7부 기장|lower_length|무릎 기장|silhouette|A라인|detail|플리츠|pattern|플로럴,8.206,2,train,true
fashionpedia,train2020,1729,dbadacc43b6dc26f7f9fe527bf849fe0.jpg,0,3,true,upper_fit|오버핏|lower_length|무릎 기장|neckline|V넥,9.077,1,train,true
fashionpedia,train2020,1732,a307aaf399dbbfcd6b8e74f3432b9d70.jpg,0,3,true,neckline|스퀘어넥|lower_length|무릎 기장|silhouette|A라인,8.869,1,train,true
fashionpedia,train2020,1749,91416b2d068a5ad275f8819160cbe2ab.jpg,0,3,true,sleeve_shape|벨 소매,5.333,1,train,true
fashionpedia,train2020,1765,ca253e01cbda567b4632ea61929e5684.jpg,0,3,true,category|점프수트|pattern|플로럴,5.778,2,train,true
fashionpedia,train2020,1817,249205bf7bf5f97e92035205b4063999.jpg,0,3,true,lower_fit|와이드핏,4.948,2,train,true
fashionpedia,train2020,1824,1c157f68aecbeaf26a11e661aba96f39.jpg,0,3,true,silhouette|A라인|silhouette|비대칭|sleeve_shape|캡 소매,4.034,1,train,true
fashionpedia,train2020,1842,62c5ee0482df0c308a013264cf6460c3.jpg,0,3,true,pattern|스트라이프|detail|프릴·러플,2.757,2,train,true
fashionpedia,train2020,1854,0fd0b92007124fce60ac01993dcbd1a0.jpg,0,3,true,category|쇼츠|upper_fit|오버핏|pattern|플로럴,8.802,2,train,true
fashionpedia,train2020,1856,06edd1845dd693efbc9c2ffec475e702.jpg,0,3,true,neckline|라운드넥|upper_fit|오버핏|silhouette|A라인,9.142,2,train,true
fashionpedia,train2020,1886,a1dad58e1bbf6d34f1dbe71a8751f31a.jpg,0,3,true,detail|스팽글|lower_fit|플레어핏,6.984,1,train,true
fashionpedia,train2020,1903,d79ee6a7aa77854a98faaa9b72ec6c1e.jpg,0,3,true,pattern|스트라이프|neckline|보트넥,2.733,2,train,true
fashionpedia,train2020,1922,1e09db67ef7b761e2046486a54946fd8.jpg,0,3,true,neckline|홀터넥,4.653,1,train,true
fashionpedia,train2020,1929,cb3b117cf90ce8c5b151870ef0b4f45e.jpg,0,3,true,category|쇼츠|upper_fit|오버핏,7.561,2,train,true
fashionpedia,train2020,1983,f9edc90d9466d1d651fe8505494ec6c0.jpg,0,3,true,category|셔츠|lower_length|미디·7부 기장|lower_fit|와이드핏|collar|스탠드 칼라,12.884,2,train,true
fashionpedia,train2020,1990,c138a41f5c90f574216fe732fc26d517.jpg,0,3,true,category|쇼츠|upper_fit|오버핏,7.561,2,train,true
fashionpedia,train2020,1997,f43508d84412b5990d8c8b1806d783b7.jpg,0,3,true,detail|프릴·러플|detail|플리츠|lower_fit|플레어핏|pattern|도트,13.236,1,train,true
fashionpedia,train2020,2020,b20abd945cc83aa1e3e731f0464624b6.jpg,0,3,true,upper_fit|오버핏,6.4,2,train,true
fashionpedia,train2020,2035,d370f26277acf0ffff00b483bb8cfaa0.jpg,0,3,true,detail|프릴·러플|detail|플리츠,2.89,1,train,true
fashionpedia,train2020,2037,e6b693afef166111021000e7eba24511.jpg,0,3,true,detail|리본|silhouette|A라인|pattern|플로럴,4.171,1,train,true
fashionpedia,train2020,2045,f0d97be82fb32dea83ec9506eec3f407.jpg,0,3,true,detail|플리츠|sleeve_shape|캡 소매|pattern|플로럴,4.008,1,train,true
fashionpedia,train2020,2049,9522707a526ee7ea4d8ad5513c30949c.jpg,0,3,true,detail|플리츠|pattern|플로럴|lower_fit|플레어핏,3.995,1,train,true
fashionpedia,train2020,2058,25936941975a1ca753a791c482fb5aec.jpg,0,3,true,neckline|라운드넥|lower_length|무릎 기장|pattern|도트|silhouette|A라인,9.507,1,train,true
fashionpedia,train2020,2070,09ed020f967422a97aaa4ef79524edf7.jpg,0,3,true,upper_fit|오버핏|lower_length|미디·7부 기장,7.674,3,train,true
fashionpedia,train2020,2088,14fcfc96a9c0eb5eb76ca12c09ebf879.jpg,0,3,true,pattern|스트라이프|silhouette|비대칭|neckline|V넥,3.906,3,train,true
fashionpedia,train2020,2115,3e62f3346e5db15cf99b819ffa0832e4.jpg,0,3,true,lower_fit|슬림핏|sleeve_shape|래글런 소매|pattern|스트라이프|lower_length|미디·7부 기장|upper_fit|여유핏|category|재킷,13.408,3,train,true
fashionpedia,train2020,2130,903a18967c28ce434199cfd393dbce17.jpg,0,3,true,sleeve_shape|퍼프 소매,6.207,3,train,true
fashionpedia,train2020,2132,9049adec3722bb7ec1989986b2c64063.jpg,0,3,true,sleeve_shape|퍼프 소매|lower_length|무릎 기장|silhouette|A라인,9.104,1,train,true
fashionpedia,train2020,2155,f5a8718f9c13471e967be7735f748c48.jpg,0,3,true,pattern|스트라이프|detail|리본|silhouette|A라인,4.291,1,train,true
fashionpedia,train2020,2159,8af2153ec9ec56adc53624c0efbf7043.jpg,0,3,true,pattern|체크|silhouette|비대칭,2.613,2,train,true
fashionpedia,train2020,2163,183665e251d7cb8c7dbf836602a8b16d.jpg,0,3,true,silhouette|O라인|lower_length|무릎 기장|neckline|V넥,20.677,1,train,true
fashionpedia,train2020,2251,7a6b0e49e94fd4c4340048544a2fe5eb.jpg,0,3,true,silhouette|X라인|neckline|라운드넥|lower_length|미디·7부 기장|detail|플리츠|pattern|플로럴|lower_fit|플레어핏,7.933,1,train,true
fashionpedia,train2020,2265,a935ecea1efee66d9f462c92f3e16923.jpg,0,3,true,pattern|스트라이프|lower_fit|와이드핏,6.309,3,train,true
fashionpedia,train2020,2283,b68027dd6de9f01752ac6a2afc145d1a.jpg,0,3,true,lower_length|미디·7부 기장|detail|리본|collar|스탠드 칼라,8.146,2,train,true
fashionpedia,train2020,2304,7f55dc46526a32eeec78659e8e831b22.jpg,0,3,true,lower_fit|슬림핏|lower_fit|와이드핏|lower_fit|스트레이트핏|upper_fit|여유핏|category|재킷|detail|플리츠|pattern|플로럴|collar|라펠 칼라,14.426,3,train,true
fashionpedia,train2020,2322,d22ac7300559327751553b347daf453e.jpg,0,3,true,category|셔츠|lower_length|무릎 기장|detail|플리츠|collar|셔츠 칼라|lower_fit|플레어핏|collar|라펠 칼라,11.83,2,train,true
