product_id,category,name,brand_name,brand,image_url,url,image_sha256,cut_type,cut_reviewer,cut_reviewed_at,gold_item_type,gold_fit,gold_length,gold_material,human_reviewer,reviewed_at,label_evidence,label_source,ai_reviewer,ai_reviewed_at,seller_evidence_url,seller_evidence_sha256,review_artifact_sha256
MS7119658,top,Check frill pintuck blouse_2colors,유라고,urago,https://image.msscdn.net/images/goods_img/20260820/7119658/7119658_17884017474932_500.jpg,https://www.musinsa.com/products/7119658,92094ec4a85a6dba000491392981330935d1e8bfa0f1f53dadd579779b930348,worn,Codex (AI visual review; not human ground truth),2026-09-22,블라우스,레귤러핏,기본 기장,코튼,,,"판매자 블라우스 분류·레귤러 태그·Cotton 100%, 총장 62cm. 착용 사진에서 프릴 여밈과 허리 아래 밑단 확인.",ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7119658,ac419da81335666e213de4f45e6191474b67f1fca4716b82f9de4102234994a6,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7169307,top,[소프트얀] 딥 브이넥 니트_SPKWG49G01,스파오,spao,https://image.msscdn.net/images/goods_img/20260826/7169307/7169307_17891092581531_500.jpg,https://www.musinsa.com/products/7169307,ce9eb8177ed513ef9b68b8d95a83d13cb963c3e2db45eb2fcba0a6f4e5174f70,worn,Codex (AI visual review; not human ground truth),2026-09-22,니트,레귤러핏,unknown,니트,,,판매자 니트 분류. 몸통과 소매의 보통 여유. 밑단을 바지 안에 넣어 실제 기장 판정 보류.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7169307,8c0d74ce251ca3ce0089e4e01e60d64c537dc42f115ecad0790b54f4e34f5323,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7131730,top,베이직 셔링 7부 티셔츠,인무드,inmood,https://image.msscdn.net/images/goods_img/20260821/7131730/7131730_17872949779651_500.jpg,https://www.musinsa.com/products/7131730,3f0e431514a1aefa52b82b482801499500f0f5eab06097d9b3582662aeb32e29,worn,Codex (AI visual review; not human ground truth),2026-09-22,티셔츠,슬림핏,기본 기장,unknown,,,판매자 본문 인체 곡선을 따라 슬림하게 밀착. 사진에서 몸통 셔링과 허리 아래 밑단 확인; 섬유 조성 없음.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7131730,46be2870c606833b6705a74f3c97949a273816f88333cb4724bb0f2aabb9c461,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7079083,top,[김승환 콜라보] 롤업 버튼 울 헨리넥 니트_[LEMON],노이즈,noise,https://image.msscdn.net/images/goods_img/20260814/7079083/7079083_17881614940337_500.jpg,https://www.musinsa.com/products/7079083,05c65f42ddbbf269de0dcf24af646d80c44b63d1e99284c8cb8cc5477efb4689,flat,Codex (AI visual review; not human ground truth),2026-09-22,니트,여유핏,unknown,니트,,,누끼컷 니트. 별도 착용 사진에서 여유 있는 몸통·어깨 확인. 밑단을 넣어 실제 기장 보류.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7079083,9bbd8cd42c2bf1dae59c6199545c6741727480be7fac15fbf2ce9173ec138870,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7126579,top,스터드 브이넥 스웻셔츠(블랙),오오엠엘,oel,https://image.msscdn.net/images/goods_img/20260821/7126579/7126579_17876339638988_500.jpg,https://www.musinsa.com/products/7126579,e76c42e4aca2af19c0da42b627d442c1208e85c211afb507e2271602f58a9699,worn,Codex (AI visual review; not human ground truth),2026-09-22,티셔츠,여유핏,기본 기장,unknown,,,판매자 맨투맨/스웨트셔츠 분류는 기존 프로젝트 어휘에서 티셔츠. 넓은 몸통과 골반 부근 밑단.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7126579,808248cc679ba82d4e905de74de86f353d114d2b835ff7b60ba0dfa3a91715a9,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7039092,top,배색 레이어드 헨리넥 롱 슬리브_[NAVY],노이즈,noise,https://image.msscdn.net/images/goods_img/20260810/7039092/7039092_17872987076870_500.jpg,https://www.musinsa.com/products/7039092,ef9ea6be2b9b9e8a4c7017d2fccd7513794729011088b57e4524fb7736123be9,flat,Codex (AI visual review; not human ground truth),2026-09-22,티셔츠,여유핏,기본 기장,unknown,,,"별도 앞·뒤 착용 사진에서 어깨가 떨어지고 몸통에 여유, 밑단이 골반에 걸침. 판매자 긴소매 티셔츠 분류.",ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7039092,443d08033406014714834643cc15a0bc29f5e107548112bfb916a189e37a1d02,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS6980767,top,[크롭]골지 텍스처드 브이넥 긴팔 티셔츠-블랙,슈퍼서브,supersub,https://image.msscdn.net/images/goods_img/20260803/6980767/6980767_17866049048775_500.jpg,https://www.musinsa.com/products/6980767,1fb052411724940b7f16129404a87c52a0a81b7e92072439bd4fc618fc539027,worn,Codex (AI visual review; not human ground truth),2026-09-22,티셔츠,unknown,unknown,unknown,,,앉은 자세이고 팔이 겹쳐 몸통과 밑단이 가려짐. 판매자 슬림·레귤러 복수 태그만으로 한 핏을 확정하지 않음.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/6980767,102b1843a24413c574e7249b3a5f879142546d0473bf8a57e233bfab6d94638e,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7022626,top,C로고 오버핏 조그택 롱슬리브 티셔츠 Black,챔피온,champion,https://image.msscdn.net/images/goods_img/20260807/7022626/7022626_17881556835691_500.jpg,https://www.musinsa.com/products/7022626,e1050d70ce5762c37381d8ddd5f6568698bd24b4122adc8cca4622775e9b71f6,worn,Codex (AI visual review; not human ground truth),2026-09-22,티셔츠,여유핏,기본 기장,unknown,,,넓게 떨어지는 검정 티셔츠의 몸통과 골반 부근 밑단. 섬유 조성은 사진으로 확정하지 않음.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7022626,accb606f0c57e87b13ff6541883ec1c980a1fba8c84257de4f61771878c11b4e,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7091145,top,Moti Raglan Top - Grey(Black),썸웨어버터,somewherebutter,https://image.msscdn.net/images/goods_img/20260818/7091145/7091145_17875340691461_500.jpg,https://www.musinsa.com/products/7091145,ec3b9669e85a033bd5201e4a0e368b64f2ce13b7a2d765b3e6a4e28b7940a463,worn,Codex (AI visual review; not human ground truth),2026-09-22,티셔츠,슬림핏,크롭 기장,unknown,,,착용 사진에서 몸통을 따라 붙는 실루엣과 허리 벨트 부근 짧은 밑단. 기장 경계 사례.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7091145,9e2c67ab8e237ba7b950bd6488c792e5652307c859ec918f53e5502a029de59c,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7020447,top,Hook Collar Shirt - Black,락케이크,rockcake,https://image.msscdn.net/images/goods_img/20260807/7020447/7020447_17875471280586_500.jpg,https://www.musinsa.com/products/7020447,c1319b7233f3900ad404ee3742271f14cf4668a49d28c5b6595369425aed7b51,worn,Codex (AI visual review; not human ground truth),2026-09-22,폴로 셔츠,슬림핏,크롭 기장,unknown,,,타이트한 몸통과 드러난 복부. 판매자 피케/카라 티셔츠 분류.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7020447,ba685bb32e789a23cc6a0f540a9873860a2c7fe3516afcd7b18e2594333fbf94,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7037384,top,플러피 브러쉬 카라 니트 [BROWN],드로우핏,drawfit,https://image.msscdn.net/images/goods_img/20260810/7037384/7037384_17878816797236_500.jpg,https://www.musinsa.com/products/7037384,ff2dd657d2e83982dd33081f33ff77ab0ae8714fac653cdbbb1ed1c5b6dfdacb,worn,Codex (AI visual review; not human ground truth),2026-09-22,니트,레귤러핏,기본 기장,니트,,,"판매자 니트 분류. 몸통에 보통 여유, 밑단이 셔츠 위 골반에 걸침.",ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7037384,a05588194666a5df77373467a291857e56e34d1010729c833a83b50ec3ed8352,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7011235,top,[적립금 10%] 폴로 베어 코튼 리넨 스웨터-네이비,폴로 랄프 로렌,poloralphlauren,https://image.msscdn.net/images/goods_img/20260806/7011235/7011235_17872894292193_500.jpg,https://www.musinsa.com/products/7011235,aa829e067a0b155bb7bbaacb5c28f01df975e66bc8f530c5c59722f1bbb6347c,flat,Codex (AI visual review; not human ground truth),2026-09-22,니트,unknown,unknown,니트,,,누끼컷과 추가 편직 확대 사진으로 니트 구조 확인. 착용 사진이나 핏 정보는 확보하지 못함.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7011235,778a190dc2dacb6bb622aab7c4d615f49350feb689dc13292f0d9b653903f2cb,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7009217,top,Button collar pk knit [FRFA05NT01]_Wine,프리버07,friver07,https://image.msscdn.net/images/goods_img/20260806/7009217/7009217_17875539014866_500.jpg,https://www.musinsa.com/products/7009217,acaf9de2a9e09c2054c21681b2c60da86fa7d8fb5d19c50cc3db604090ea0494,worn,Codex (AI visual review; not human ground truth),2026-09-22,니트,여유핏,크롭 기장,니트,,,넓은 몸통의 니트 밑단이 허리 부근에서 끝나고 안쪽 회색 상의가 그 아래 드러남.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7009217,5224e527a47486263f2fcc2374b0def31b7c0d57898e41f807680550020c1946,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7035556,top,[한빛 PICK] Hines deep v-neck sweatshirt - Red,어패럴아카이브,apparelarchive,https://image.msscdn.net/images/goods_img/20260810/7035556/7035556_17873016365277_500.jpg,https://www.musinsa.com/products/7035556,a7a6abf29e9b3776d6c64ea583f030822ad197ee3a16c1ccd518d59da605b83f,worn,Codex (AI visual review; not human ground truth),2026-09-22,티셔츠,여유핏,기본 기장,코튼,,,"판매자 본문 여유 있는 핏·총장 62cm·Cotton 60%, Polyester 40%. 맨투맨은 프로젝트 티셔츠 어휘로 통일.",ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7035556,c1a17591536381934015399661c64778f481cb1eaa903d749ad7462584597edb,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7095366,top,에센셜 하프 집업 후디 [OATMEAL],레더리,leathery,https://image.msscdn.net/images/goods_img/20260818/7095366/7095366_17872895398078_500.jpg,https://www.musinsa.com/products/7095366,87f6b4cc6f3712eb22dba59a78f1f7f08ad6104632d8e4948fbc8620e3bf67a5,worn,Codex (AI visual review; not human ground truth),2026-09-22,후드티,여유핏,기본 기장,니트,,,후드가 있는 상의의 뚜렷한 편직 구조와 여유 있는 몸통. 밑단은 바지 허리 아래.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7095366,50a3d0d22c4246f57e9cea4be0b3cde921c1ff2e880cb74ef526dac194af7d14,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7122627,top,워셔블 크롭 헨리넥 니트_6color,트릴리온,trillion,https://image.msscdn.net/images/prd_img/20260820/7122627/detail_7122627_17882594283297_500.jpg,https://www.musinsa.com/products/7122627,2ff0bdc11bbfe809176cbb79d9ddf5bf957f22c16184c34e592a5eac99b0e7db,flat,Codex (AI visual review; not human ground truth),2026-09-22,니트,레귤러핏,unknown,니트,,,판매자 니트/스웨터 분류 및 레귤러 태그. 추가 컷도 누끼이므로 착용 기장 보류.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7122627,f0f0fecea21b25697c20f0f947a7980f9cb654e30098144145de3c04d1338ebe,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7202665,top,시티피치핀블라우스 (KYBL2606308),피그먼트,pigment,https://image.msscdn.net/images/goods_img/20260831/7202665/7202665_17881498660220_500.jpg,https://www.musinsa.com/products/7202665,1934a997f7aae21814bde4f337f138aa963d04ace2363c75a48c5874a41fba77,worn,Codex (AI visual review; not human ground truth),2026-09-22,블라우스,레귤러핏,unknown,unknown,,,판매자 블라우스 분류 및 레귤러 태그. 상의를 넣어 입고 어깨에 다른 옷을 걸쳐 기장·소재 판정 보류.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7202665,b1c1f2b0102ce0c38f38c5e536004836a326b432a717fcf7b3da31c516631e16,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS6998131,top,Daily Soft Slim Raglan Tee_CTT3039(Navy),씨타,citta,https://image.msscdn.net/images/goods_img/20260805/6998131/6998131_17889139362378_500.jpg,https://www.musinsa.com/products/6998131,b5d0639ca874623f4d0a290e1fdc94f15642d95960bc533ce18c7d97526dea9f,worn,Codex (AI visual review; not human ground truth),2026-09-22,티셔츠,슬림핏,크롭 기장,unknown,,,몸통에 붙는 티셔츠와 복부가 드러나는 짧은 밑단.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/6998131,337748be76cbacd6d3317012dd2c7b82bb3ec5f152a5b5aff725d31f918feb30,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS6996599,top,무드 스탠다드 베이직 스웻셔츠 아이보리,리브레너,rebrenner,https://image.msscdn.net/images/goods_img/20260805/6996599/6996599_17878863259549_500.jpg,https://www.musinsa.com/products/6996599,38ef5546e8e4b369f88e8eb33ada2249dbc605fd54873a66cbf29a894a2da5e1,worn,Codex (AI visual review; not human ground truth),2026-09-22,티셔츠,여유핏,기본 기장,unknown,,,"넓은 몸통과 여유 있는 소매, 골반 부근 밑단. 판매자 맨투맨은 프로젝트 티셔츠 어휘로 통일.",ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/6996599,2924a2cf287fa17f576cd590996e149ca0959f74fc61951c0b6c826da035de18,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7131782,top,캐시미어 딥 브이넥 니트 / CASHMERE DEEP V-NECK KNIT_3colors,룩캐스트,lookast,https://image.msscdn.net/images/goods_img/20260821/7131782/7131782_17884829330149_500.jpg,https://www.musinsa.com/products/7131782,c79d2111257bfe2d9c8f8675e56011c0a98fd96decb0f019f9a3761dd1bf74fa,worn,Codex (AI visual review; not human ground truth),2026-09-22,니트,여유핏,unknown,니트,,,판매자 니트 분류. 넓은 몸통·처지는 소매. 밑단을 넣어 실제 기장 보류.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7131782,97775027e4059d435c1538e17bdb1274c797624f3199706f3d051a77c0555e2e,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7020436,top,Pinched Cowl Top - Ivory,락케이크,rockcake,https://image.msscdn.net/images/goods_img/20260807/7020436/7020436_17875335036022_500.jpg,https://www.musinsa.com/products/7020436,40a446189e784d6162312ca9ff3fbb9352b18ced8ae76462d101e8c7c388327a,worn,Codex (AI visual review; not human ground truth),2026-09-22,티셔츠,슬림핏,기본 기장,unknown,,,드레이프된 상의가 몸통을 따라 붙고 밑단이 바지 허리 아래까지 내려옴. 광택만으로 실크라고 단정하지 않음.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7020436,d8c11b4b0aee8bfeb4b25820c4daaf6f8b915d6797d0fd9136ed7751960c0f37,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7067907,top,트라이벌 프린트 롱 슬리브 티 (핑크),허그유어스킨,hugyourskin,https://image.msscdn.net/images/goods_img/20260813/7067907/7067907_17895480224220_500.jpg,https://www.musinsa.com/products/7067907,bcabb1ecd4bc7eca577b32cd5c21a771ad50e343e8cdc1f42f00463b22097375,worn,Codex (AI visual review; not human ground truth),2026-09-22,티셔츠,슬림핏,기본 기장,unknown,,,"몸통을 따라 붙는 연분홍 티셔츠, 골반 위 밑단. 섬유 조성 미확인.",ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7067907,a808a66d9efbadef0913095743ead157f47061898187e70c9ca1f31a667a5fba,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7013343,top,FLOWER V NECK TEE [GREEN],에이이에이이,aeae,https://image.msscdn.net/images/goods_img/20260806/7013343/7013343_17885086142487_500.jpg,https://www.musinsa.com/products/7013343,77aa761c1453371b55cbc4cf6409b7a85ff9924f27870388d2c99044a98f790a,worn,Codex (AI visual review; not human ground truth),2026-09-22,티셔츠,슬림핏,크롭 기장,unknown,,,몸통에 붙는 무늬 티셔츠의 밑단 아래 복부가 드러남.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7013343,4e3dbdc27ee35dd3a1c28de6f219765ec2328ce2e17e301f352f5c7dca42cbd0,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7049937,top,플레인 브이넥 울 니트 멜란지 그레이,미치코런던 코시노,michikolondon,https://image.msscdn.net/images/goods_img/20260811/7049937/7049937_17871051088273_500.jpg,https://www.musinsa.com/products/7049937,35c6ca89748cf887719f0b14d45b15a0523e22cbd1907b063ccfc3e7afa4ec9d,worn,Codex (AI visual review; not human ground truth),2026-09-22,니트,여유핏,unknown,니트,,,판매자 루즈 태그·니트 분류. 팔이 겹치고 밑단이 사진 아래에 걸려 기장 보류.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7049937,e544c261f97f8df9c307daf2c4a7e7cdbda6d7b7af36d28278f1db9f246f7131,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
