product_id,name,category,color,style,purposes,body_shapes,price,season,stock,url,item_type,fit,length,pattern,material,neckline,formality,activity_tags,warmth,breathability,water_resistant,visual_weight,detail_level,waistline,pattern_scale,pattern_contrast,brand,gender,image_url,image_path,detail_color,detail_season,detail_fit,detail_thickness,detail_sheer,detail_category,color_options,detail_colors
MS6778501,[SSG랜더스 컬래버] 무한인천 피그먼트 다이드 티셔츠 [차콜 그레이],top,,캐주얼,데일리|여행,상체 강조형|균형형,39900,봄,true,https://www.musinsa.com/products/6778501,티셔츠,레귤러핏,기본 기장,그래픽,니트,라운드넥,2,일상,3,2,false,5,4,,큰,4,무신사 스탠다드,남성,https://image.msscdn.net/images/goods_img/20260703/6778501/6778501_17863464890010_500.jpg,datasets/garments/raw/MS6778501.jpg,,봄,레귤러핏,보통,없음,Clothing > 티셔츠 > 반소매 티셔츠,,
MS6853485,골지 헨리넥 머슬핏 반팔티셔츠 3color(와이드숄더),top,,캐주얼,데일리|여행,상체 강조형|균형형,42600,봄,true,https://www.musinsa.com/products/6853485,티셔츠,레귤러핏,크롭 기장,스트라이프,,라운드넥,2,일상,1,2,false,3,2,,중간,3,베르만 어패럴,남성,https://image.msscdn.net/images/goods_img/20260715/6853485/6853485_17847122816937_500.jpg,datasets/garments/raw/MS6853485.jpg,,봄,레귤러핏,얇음,없음,Sportswear > 상의 > 반소매 티셔츠,,
MS6686203,스포츠웨어 티셔츠 M - 블랙:아이스 실버:다크 스모크 그레이 / IQ5918-010,top,,캐주얼,데일리|여행,상체 강조형|균형형,71100,사계절,true,https://www.musinsa.com/products/6686203,티셔츠,,기본 기장,무지,메시,라운드넥,2,일상|운동,1,5,false,3,4,,,0,나이키,남성,https://image.msscdn.net/images/goods_img/20260617/6686203/6686203_17821026926572_500.jpg,datasets/garments/raw/MS6686203.jpg,,,,,,Clothing > 티셔츠 > 반소매 티셔츠,,
MS6814293,2026 PENTAPORT 라인업 티셔츠 화이트,top,화이트,캐주얼,데일리|여행,상체 강조형|균형형,29400,사계절,true,https://www.musinsa.com/products/6814293,티셔츠,오버핏,기본 기장,그래픽,시폰,라운드넥,2,일상,1,5,false,5,4,,큰,4,디스커스 애슬레틱,공용,https://image.msscdn.net/images/goods_img/20260709/6814293/6814293_17851172100424_500.jpg,datasets/garments/raw/MS6814293.jpg,,,,,,Clothing > 티셔츠 > 반소매 티셔츠,화이트,
MS6370971,크랙 식스 포인트 로고 반팔 티셔츠 (와인),top,버건디,캐주얼,데일리|여행,상체 강조형|균형형,18900,여름,true,https://www.musinsa.com/products/6370971,티셔츠,레귤러핏,기본 기장,그래픽,니트,라운드넥,2,일상,4,2,false,5,1,,큰,4,613서울,남성,https://image.msscdn.net/images/goods_img/20260424/6370971/6370971_17810711569490_500.jpg,datasets/garments/raw/MS6370971.jpg,,,,,,Clothing > 티셔츠 > 반소매 티셔츠,버건디,
MS6162377,CLASSIC GRACE TYPO TEE WHITE,top,화이트,캐주얼,데일리|여행,상체 강조형|균형형,27200,사계절,true,https://www.musinsa.com/products/6162377,티셔츠,,기본 기장,그래픽,니트,라운드넥,2,일상,4,2,false,5,4,,큰,4,아메스 월드와이드,여성,https://image.msscdn.net/images/goods_img/20260319/6162377/6162377_17817476684941_500.jpg,datasets/garments/raw/MS6162377.jpg,,,,,,Clothing > 티셔츠 > 반소매 티셔츠,화이트,
MS6596367,Lace line cap sleeve t-shirt,top,화이트,캐주얼,데일리|여행,상체 강조형|균형형,30240,봄,true,https://www.musinsa.com/products/6596367,티셔츠,레귤러핏,크롭 기장,무지,니트,V넥,2,일상,3,2,false,2,3,,,0,유라고,여성,https://image.msscdn.net/images/goods_img/20260602/6596367/6596367_17841888062663_500.jpg,datasets/garments/raw/MS6596367.jpg,Ivory,봄,레귤러핏,보통,없음,Clothing > 티셔츠 > 반소매 티셔츠,화이트,Ivory
MS6781136,조던 플라이트 걸프렌드 티셔츠 W - 서밋 화이트 / IW1300-121,top,화이트,캐주얼,데일리|여행,상체 강조형|균형형,55000,사계절,true,https://www.musinsa.com/products/6781136,티셔츠,오버핏,기본 기장,그래픽,시폰,라운드넥,2,일상,1,5,false,5,4,,큰,4,나이키,여성,https://image.msscdn.net/images/goods_img/20260703/6781136/6781136_17866152037825_500.jpg,datasets/garments/raw/MS6781136.jpg,,,,,,Clothing > 티셔츠 > 반소매 티셔츠,화이트,
MS7036131,스포츠웨어 피티드 티셔츠 W - 바로크 브라운:세일 / IV5750-237,top,브라운,캐주얼,데일리|여행,상체 강조형|균형형,49000,사계절,true,https://www.musinsa.com/products/7036131,티셔츠,슬림핏,크롭 기장,그래픽,실크·새틴,라운드넥,2,일상,2,4,false,5,3,,큰,4,나이키,여성,https://image.msscdn.net/images/goods_img/20260810/7036131/7036131_17866101095372_500.jpg,datasets/garments/raw/MS7036131.jpg,,,,,,Clothing > 티셔츠 > 반소매 티셔츠,브라운,
MS7036130,스포츠웨어 프리미엄 에센셜 티셔츠 M - 데저트 카키 / IM9344-253,top,카키,미니멀,데일리|여행,상체 강조형|균형형,65000,사계절,true,https://www.musinsa.com/products/7036130,티셔츠,레귤러핏,,그래픽,울,라운드넥,2,일상,5,2,false,5,3,,큰,4,나이키,남성,https://image.msscdn.net/images/goods_img/20260810/7036130/7036130_17866101476143_500.jpg,datasets/garments/raw/MS7036130.jpg,,,,,,Clothing > 티셔츠 > 반소매 티셔츠,카키,
MS7036128,스포츠웨어 프리미엄 에센셜 티셔츠 M - 뉴스프린트 / IM9344-005,top,,스트리트,데일리|여행,상체 강조형|균형형,65000,사계절,true,https://www.musinsa.com/products/7036128,티셔츠,,기본 기장,그래픽,울,라운드넥,2,일상,5,2,false,5,4,,큰,4,나이키,남성,https://image.msscdn.net/images/goods_img/20260810/7036128/7036128_17866140298107_500.jpg,datasets/garments/raw/MS7036128.jpg,,,,,,Clothing > 티셔츠 > 반소매 티셔츠,,
MS6918901,스포츠웨어 오버사이즈 반소매 그래픽 저지 W - 세일:블랙 / IV5751-133,top,블랙,스포티,데일리|여행,상체 강조형|균형형,69000,여름,true,https://www.musinsa.com/products/6918901,티셔츠,,,그래픽,시폰,V넥,2,일상,1,5,false,5,4,,큰,4,나이키,여성,https://image.msscdn.net/images/goods_img/20260724/6918901/6918901_17866145911896_500.jpg,datasets/garments/raw/MS6918901.jpg,,,,,,Clothing > 티셔츠 > 반소매 티셔츠,블랙,
MS6686124,농구 오버사이즈 티셔츠 M - 블랙 / IM5037-010,top,블랙,스트리트,데일리|여행,상체 강조형|균형형,65000,사계절,true,https://www.musinsa.com/products/6686124,티셔츠,오버핏,기본 기장,그래픽,메시,라운드넥,2,일상|운동,1,5,false,5,2,,큰,4,나이키,남성,https://image.msscdn.net/images/goods_img/20260617/6686124/6686124_17857454978436_500.jpg,datasets/garments/raw/MS6686124.jpg,,,,,,Clothing > 티셔츠 > 반소매 티셔츠,블랙,
MS7036132,파리 생제르맹 2026/27 스타디움 어웨이 드라이 핏 축구 레플리카 저지 M - 화이트:칼리지 네이비:글로벌 레드:칼리지 네이비 / II1924-101,top,,스포티,데일리|여행,상체 강조형|균형형,135000,사계절,true,https://www.musinsa.com/products/7036132,티셔츠,레귤러핏,크롭 기장,그래픽,가죽,라운드넥,2,일상,4,1,true,5,4,,큰,4,나이키,남성,https://image.msscdn.net/images/goods_img/20260810/7036132/7036132_17866099585708_500.jpg,datasets/garments/raw/MS7036132.jpg,,,,,,Clothing > 티셔츠 > 반소매 티셔츠,,
MS6890017,아틀레티코 마드리드 2026/27 스타디움 어웨이 드라이 핏 축구 레플리카 저지 M - 블랙:볼트 / II1932-011,top,블랙,스포티,데일리|여행,상체 강조형|균형형,135000,사계절,true,https://www.musinsa.com/products/6890017,티셔츠,레귤러핏,기본 기장,그래픽,,라운드넥,2,일상,3,3,false,5,4,,큰,4,나이키,남성,https://image.msscdn.net/images/goods_img/20260721/6890017/6890017_17866147417099_500.jpg,datasets/garments/raw/MS6890017.jpg,,,,,,Clothing > 티셔츠 > 반소매 티셔츠,블랙,
MS7042793,주술회전 회옥·옥절 자수 티셔츠 블랙,top,블랙,캐주얼,데일리|여행,상체 강조형|균형형,90000,사계절,true,https://www.musinsa.com/products/7042793,티셔츠,오버핏,기본 기장,그래픽,울,라운드넥,2,일상,5,2,false,5,4,,큰,4,시퀸즈,남성,https://image.msscdn.net/images/goods_img/20260811/7042793/7042793_17864063676458_500.jpg,datasets/garments/raw/MS7042793.jpg,BLACK,,,,,Clothing > 티셔츠 > 반소매 티셔츠,블랙,BLACK
MS7042792,주술회전 회옥·옥절 자수 티셔츠 화이트,top,화이트,캐주얼,데일리|여행,상체 강조형|균형형,90000,사계절,true,https://www.musinsa.com/products/7042792,티셔츠,오버핏,,그래픽,울,라운드넥,2,일상,5,2,false,5,4,,큰,4,시퀸즈,남성,https://image.msscdn.net/images/goods_img/20260811/7042792/7042792_17864063507110_500.jpg,datasets/garments/raw/MS7042792.jpg,WHITE,,,,,Clothing > 티셔츠 > 반소매 티셔츠,화이트,WHITE
MS7042791,주술회전 회옥·옥절 자수 티셔츠 말차,top,,캐주얼,데일리|여행,상체 강조형|균형형,90000,사계절,true,https://www.musinsa.com/products/7042791,티셔츠,오버핏,기본 기장,그래픽,메시,라운드넥,2,일상|운동,1,5,false,5,2,,큰,4,시퀸즈,남성,https://image.msscdn.net/images/goods_img/20260811/7042791/7042791_17864063332782_500.jpg,datasets/garments/raw/MS7042791.jpg,,,,,,Clothing > 티셔츠 > 반소매 티셔츠,,
MS7042790,주술회전 시부야 사변 자수 티셔츠 블랙,top,블랙,캐주얼,데일리|여행,상체 강조형|균형형,90000,사계절,true,https://www.musinsa.com/products/7042790,티셔츠,,기본 기장,무지,울,라운드넥,2,일상,5,2,false,3,4,,,0,시퀸즈,남성,https://image.msscdn.net/images/goods_img/20260811/7042790/7042790_17864063102011_500.jpg,datasets/garments/raw/MS7042790.jpg,BLACK,,,,,Clothing > 티셔츠 > 반소매 티셔츠,블랙,BLACK
MS7042789,주술회전 시부야 사변 자수 티셔츠 화이트,top,화이트,캐주얼,데일리|여행,상체 강조형|균형형,90000,사계절,true,https://www.musinsa.com/products/7042789,티셔츠,오버핏,기본 기장,그래픽,코튼,라운드넥,2,일상,3,4,false,5,2,,큰,4,시퀸즈,남성,https://image.msscdn.net/images/goods_img/20260811/7042789/7042789_17864062934654_500.jpg,datasets/garments/raw/MS7042789.jpg,WHITE,,,,,Clothing > 티셔츠 > 반소매 티셔츠,화이트,WHITE
MS7042788,주술회전 시부야 사변 자수 티셔츠 레드,top,레드,캐주얼,데일리|여행,상체 강조형|균형형,90000,사계절,true,https://www.musinsa.com/products/7042788,티셔츠,,기본 기장,그래픽,울,라운드넥,2,일상,5,2,false,5,4,,큰,4,시퀸즈,남성,https://image.msscdn.net/images/goods_img/20260811/7042788/7042788_17864062676888_500.jpg,datasets/garments/raw/MS7042788.jpg,RED,,,,,Clothing > 티셔츠 > 반소매 티셔츠,레드,RED
MS7042787,주술회전 0 더 무비 자수 티셔츠 블랙,top,블랙,캐주얼,데일리|여행,상체 강조형|균형형,90000,사계절,true,https://www.musinsa.com/products/7042787,티셔츠,,크롭 기장,그래픽,울,라운드넥,2,일상,5,2,false,5,4,,큰,4,시퀸즈,남성,https://image.msscdn.net/images/goods_img/20260811/7042787/7042787_17864055924441_500.jpg,datasets/garments/raw/MS7042787.jpg,BLACK,,,,,Clothing > 티셔츠 > 반소매 티셔츠,블랙,BLACK
MS7042786,주술회전 0 더 무비 자수 티셔츠 화이트,top,화이트,캐주얼,데일리|여행,상체 강조형|균형형,90000,사계절,true,https://www.musinsa.com/products/7042786,티셔츠,오버핏,크롭 기장,그래픽,울,라운드넥,2,일상,5,2,false,5,4,,큰,4,시퀸즈,남성,https://image.msscdn.net/images/goods_img/20260811/7042786/7042786_17864055840832_500.jpg,datasets/garments/raw/MS7042786.jpg,WHITE,,,,,Clothing > 티셔츠 > 반소매 티셔츠,화이트,WHITE
MS7042785,주술회전 0 더 무비 자수 티셔츠 삭스블루,top,블루,캐주얼,데일리|여행,상체 강조형|균형형,90000,사계절,true,https://www.musinsa.com/products/7042785,티셔츠,오버핏,기본 기장,그래픽,울,라운드넥,2,일상,5,2,false,5,2,,큰,4,시퀸즈,남성,https://image.msscdn.net/images/goods_img/20260811/7042785/7042785_17864055779333_500.jpg,datasets/garments/raw/MS7042785.jpg,SAX BLUE,,,,,Clothing > 티셔츠 > 반소매 티셔츠,블루,SAX BLUE
MS7042784,주술회전 사멸회유 그래픽 티셔츠 블랙 (이타도리 유지),top,블랙,스트리트,데일리|여행,상체 강조형|균형형,63000,사계절,true,https://www.musinsa.com/products/7042784,티셔츠,,크롭 기장,그래픽,,라운드넥,2,일상,3,3,false,5,4,,큰,4,시퀸즈,남성,https://image.msscdn.net/images/goods_img/20260811/7042784/7042784_17864062394297_500.jpg,datasets/garments/raw/MS7042784.jpg,BLACK,,,,,Clothing > 티셔츠 > 반소매 티셔츠,블랙,BLACK
MS7042783,주술회전 사멸회유 그래픽 티셔츠 블랙 (후시구로 메구미),top,블랙,스트리트,데일리|여행,상체 강조형|균형형,63000,사계절,true,https://www.musinsa.com/products/7042783,티셔츠,여유핏,크롭 기장,그래픽,,라운드넥,2,일상,3,3,false,5,4,,큰,4,시퀸즈,남성,https://image.msscdn.net/images/goods_img/20260811/7042783/7042783_17864062221783_500.jpg,datasets/garments/raw/MS7042783.jpg,BLACK,,,,,Clothing > 티셔츠 > 반소매 티셔츠,블랙,BLACK
MS7042782,주술회전 사멸회유 그래픽 티셔츠 블랙 (옷코츠 유타),top,블랙,스트리트,데일리|여행,상체 강조형|균형형,63000,사계절,true,https://www.musinsa.com/products/7042782,티셔츠,여유핏,기본 기장,그래픽,메시,라운드넥,2,일상|운동,1,5,false,5,4,,큰,4,시퀸즈,남성,https://image.msscdn.net/images/goods_img/20260811/7042782/7042782_17864062051396_500.jpg,datasets/garments/raw/MS7042782.jpg,BLACK,,,,,Clothing > 티셔츠 > 반소매 티셔츠,블랙,BLACK
MS7042781,주술회전 사멸회유 그래픽 티셔츠 블랙 (쵸소우),top,블랙,스트리트,데일리|여행,상체 강조형|균형형,63000,사계절,true,https://www.musinsa.com/products/7042781,티셔츠,,크롭 기장,그래픽,,라운드넥,2,일상,3,3,false,5,3,,큰,4,시퀸즈,남성,https://image.msscdn.net/images/goods_img/20260811/7042781/7042781_17864061640948_500.jpg,datasets/garments/raw/MS7042781.jpg,BLACK,,,,,Clothing > 티셔츠 > 반소매 티셔츠,블랙,BLACK
MS7042780,주술회전 사멸회유 그래픽 티셔츠 블랙 (젠인 마키),top,블랙,스트리트,데일리|여행,상체 강조형|균형형,63000,사계절,true,https://www.musinsa.com/products/7042780,티셔츠,여유핏,기본 기장,그래픽,,라운드넥,2,일상,3,3,false,5,4,,큰,4,시퀸즈,남성,https://image.msscdn.net/images/goods_img/20260811/7042780/7042780_17864059630152_500.jpg,datasets/garments/raw/MS7042780.jpg,BLACK,,,,,Clothing > 티셔츠 > 반소매 티셔츠,블랙,BLACK
MS6830180,유어 메시지 히어 블랙 진 M - 블랙:세이프티 오렌지 / IR8190-010,top,,캐주얼,데일리|여행,상체 강조형|균형형,125100,사계절,true,https://www.musinsa.com/products/6830180,티셔츠,오버핏,기본 기장,그래픽,,,2,일상,4,3,false,5,3,,큰,4,나이키,공용,https://image.msscdn.net/images/goods_img/20260713/6830180/6830180_17858238763145_500.jpg,datasets/garments/raw/MS6830180.jpg,,,,,,Clothing > 티셔츠 > 반소매 티셔츠,,
