image_path,split,bbox_x,bbox_y,bbox_w,bbox_h,category,lower_subtype,pant_leg_shape,pant_length,lower_detail,sleeve_length,sleeve_shape,upper_length,lower_length,neckline,collar,upper_fit,lower_fit,silhouette,pattern,material,detail
images/711959e43dd0f0cd7925b47ec1f5af83.jpg,train,252.0,264.0,159.0,190.0,베스트,,,,,,,크롭 기장,,,,슬림핏,,,무지,,
images/711959e43dd0f0cd7925b47ec1f5af83.jpg,train,259.0,509.0,163.0,340.0,팬츠,,,,,,,,롱·긴바지 기장,,,,슬림핏,,무지,,
images/85aa54b09dcb3bd82d01365541a75add.jpg,train,228.0,479.0,134.0,161.0,니트,,,,,긴팔,기본 소매,,,,,,,,무지,니트,포켓
images/85aa54b09dcb3bd82d01365541a75add.jpg,train,270.0,697.0,63.0,119.0,팬츠,,,,,,,,롱·긴바지 기장,,,,,,무지,,
images/85aa54b09dcb3bd82d01365541a75add.jpg,train,230.0,432.0,134.0,357.0,코트,,,,,긴팔,기본 소매,,,,라펠 칼라,슬림핏,,,무지,,단추
images/43f41d0bcfb0c03f6c20c292e9bf7459.jpg,train,261.0,441.0,130.0,334.0,팬츠,,,,,,,,롱·긴바지 기장,,,,와이드핏,,무지|그래픽,,지퍼
images/43f41d0bcfb0c03f6c20c292e9bf7459.jpg,train,45.0,245.0,393.0,310.0,블레이저,,,,,긴팔,기본 소매,크롭 기장,,,라펠 칼라,레귤러핏,,,무지,,단추
images/24ec05fdfc3cd2afe30a55d2bb628bfd.jpg,train,183.0,246.0,247.0,498.0,원피스,,,,,반팔,퍼프 소매,,미디·7부 기장,,라펠 칼라,,,비대칭,무지,,단추
images/a71ee283b20365130f85fa928f36a788.jpg,train,47.0,170.0,356.0,826.0,원피스,,,,,,,,롱·긴바지 기장,,,,,,무지,,지퍼|스팽글
images/cfe801c7dbecab54fba8d89e181faf8c.jpg,train,256.0,264.0,145.0,156.0,탑,,,,,반팔,기본 소매,크롭 기장,,라운드넥,,여유핏,,,무지,,
images/cfe801c7dbecab54fba8d89e181faf8c.jpg,train,242.0,410.0,172.0,405.0,팬츠,,,,,,,,롱·긴바지 기장,,,,와이드핏,,무지,,포켓
images/ddd880d190a45f276d49db0fee01cd24.jpg,train,169.0,184.0,292.0,499.0,원피스,,,,,,,,쇼츠·미니 기장,,,,,O라인,무지|스트라이프,,지퍼|프릴·러플
images/c0915e9b18b4911899eedc25376a90bf.jpg,train,219.0,251.0,255.0,446.0,원피스,,,,,반팔,기본 소매,,쇼츠·미니 기장,보트넥,,,,비대칭,무지,,
images/bcf0910bb19dc9c818768bff248aa29f.jpg,train,164.0,424.0,375.0,526.0,원피스,,,,,반팔,캡 소매,,쇼츠·미니 기장,라운드넥,,,,A라인,그래픽,,지퍼|플리츠
images/0960679121f1469d3732cb9b344a2412.jpg,train,282.0,487.0,261.0,362.0,청바지,,,,,,,,미디·7부 기장,,,,,,무지,데님,플리츠|포켓
images/0960679121f1469d3732cb9b344a2412.jpg,train,240.0,216.0,262.0,325.0,탑,,,,,반팔,벌룬 소매,기본 기장,,,,여유핏,,,,,벨트
images/6995bedc0113de65175045345accc965.jpg,train,254.0,205.0,147.0,268.0,셔츠,,,,,,,기본 기장,,,피터팬 칼라,,,,체크,,단추|지퍼
images/6995bedc0113de65175045345accc965.jpg,train,243.0,449.0,161.0,120.0,스커트,,,,,,,,쇼츠·미니 기장,,,,스트레이트핏,H라인,플로럴,,지퍼
images/6995bedc0113de65175045345accc965.jpg,train,223.0,222.0,224.0,265.0,니트,,,,,긴팔,,크롭 기장,,,,레귤러핏,,,스트라이프,니트,지퍼
images/6995bedc0113de65175045345accc965.jpg,train,216.0,198.0,237.0,293.0,재킷,,,,,긴팔,기본 소매,크롭 기장,,,라펠 칼라,슬림핏,,,무지,,지퍼
images/367a42f303b92ae1cea315cd11f1dae6.jpg,train,221.0,217.0,215.0,704.0,원피스,,,,,,,,롱·긴바지 기장,,칼라 없음,,,H라인,도트,,지퍼
images/a97d0c08cc77a52518e61294e5667184.jpg,train,133.0,374.0,327.0,394.0,스커트,,,,,,,,미디·7부 기장,,,,,,무지,,지퍼|벨트
images/a97d0c08cc77a52518e61294e5667184.jpg,train,181.0,159.0,242.0,204.0,티셔츠,,,,,민소매,캡 소매,크롭 기장,,,,슬림핏,,,도트,퍼·플리스,
images/50d629531cc8360bbbcc40cc2d98abf4.jpg,train,52.0,145.0,261.0,359.0,티셔츠,,,,,,,크롭 기장,,,,여유핏,,,,,
images/50d629531cc8360bbbcc40cc2d98abf4.jpg,train,94.0,348.0,218.0,259.0,스커트,,,,,,,,쇼츠·미니 기장,,,,스트레이트핏,비대칭,무지,,지퍼|프릴·러플
images/18858b8d06c0c55f4e066bd1aede2319.jpg,train,206.0,295.0,260.0,358.0,원피스,,,,,반팔,벨 소매,,쇼츠·미니 기장,,,,,H라인,무지|스트라이프,니트,리본
images/6dc0089ececfe7cbd98289c6e94b8149.jpg,train,176.0,219.0,156.0,282.0,탑,,,,,,,크롭 기장,,,,레귤러핏,,비대칭,무지,,지퍼
images/6dc0089ececfe7cbd98289c6e94b8149.jpg,train,111.0,221.0,262.0,312.0,재킷,,,,,긴팔,기본 소매,크롭 기장,,,,슬림핏,,비대칭,무지,,지퍼
images/6dc0089ececfe7cbd98289c6e94b8149.jpg,train,157.0,414.0,160.0,122.0,쇼츠,,,,,,,,쇼츠·미니 기장,,,,슬림핏,,무지,,
images/d3f49da5dbb207d7ea763c619884511c.jpg,train,309.0,161.0,161.0,327.0,티셔츠,,,,,민소매,캡 소매,기본 기장,,,,레귤러핏,,,무지,,포켓
images/d3f49da5dbb207d7ea763c619884511c.jpg,train,305.0,456.0,181.0,487.0,팬츠,,,,,,,,롱·긴바지 기장,,,,슬림핏,,무지,,포켓
images/33b47e9615014c2c8a66b641d61b7072.jpg,train,336.0,205.0,219.0,221.0,블레이저,,,,,7부 소매,,크롭 기장,,스퀘어넥,,슬림핏,,,무지,,단추|벨트
images/33b47e9615014c2c8a66b641d61b7072.jpg,train,367.0,221.0,223.0,325.0,원피스,,,,,,,,무릎 기장,,,,,X라인,도트,,지퍼
images/a73e3668ff2df729c41f006104df0faa.jpg,train,216.0,299.0,228.0,471.0,블레이저,,,,,긴팔,벨 소매,기본 기장,,,라펠 칼라,레귤러핏,,,플로럴,,단추
images/a73e3668ff2df729c41f006104df0faa.jpg,train,251.0,750.0,168.0,91.0,스커트,,,,,,,,쇼츠·미니 기장,,,,,,플로럴,,지퍼
images/932f4df2b73de705d80ef1743e699406.jpg,train,176.0,300.0,382.0,633.0,코트,,,,,7부 소매,기본 소매,,,,,레귤러핏,,,무지,,단추|포켓
images/932f4df2b73de705d80ef1743e699406.jpg,train,275.0,325.0,111.0,565.0,원피스,,,,,,,,쇼츠·미니 기장,라운드넥,,여유핏,,,스트라이프,,
images/9320969d954baf5c674cffc077406a77.jpg,train,276.0,240.0,172.0,619.0,원피스,,,,,,,,롱·긴바지 기장,터틀넥,,,,H라인,무지,,
images/9320969d954baf5c674cffc077406a77.jpg,train,238.0,249.0,336.0,639.0,코트,,,,,긴팔,기본 소매,,,,,슬림핏,,,스트라이프,,
images/bbdeea7864e5e6588fb90d9efa3733a8.jpg,train,104.0,259.0,288.0,557.0,원피스,,,,,반팔,캡 소매,,쇼츠·미니 기장,스퀘어넥,,,,H라인,무지,,
images/36303303cc1dcf1885e480cda1e13a7e.jpg,train,262.0,174.0,154.0,107.0,셔츠,,,,,,,,,,셔츠 칼라,레귤러핏,,,무지,,단추
images/36303303cc1dcf1885e480cda1e13a7e.jpg,train,121.0,210.0,344.0,348.0,가디건,,,,,긴팔,,기본 기장,,V넥,,오버핏,,,무지,니트,단추
images/36303303cc1dcf1885e480cda1e13a7e.jpg,train,246.0,387.0,277.0,509.0,팬츠,,,,,,,,미디·7부 기장,,,,,,무지,,
images/d0e07355452d29d433366592dc941a9a.jpg,train,235.0,230.0,186.0,402.0,원피스,,,,,,,,쇼츠·미니 기장,라운드넥,,,,H라인,무지,,지퍼
images/d0e07355452d29d433366592dc941a9a.jpg,train,153.0,218.0,354.0,537.0,코트,,,,,긴팔,벨 소매,,,,라펠 칼라,레귤러핏,,,무지,,
images/56997d330e5cd54759016e9bbbaaba04.jpg,train,88.0,192.0,349.0,380.0,점프수트,,,,,7부 소매,벌룬 소매,,쇼츠·미니 기장,,,여유핏,,,무지,,포켓|벨트
images/8f7351a63c1362c6bdebca75c1c355e7.jpg,train,190.0,272.0,423.0,751.0,원피스,,,,,,,,롱·긴바지 기장,,,,,비대칭,무지,,지퍼|프릴·러플
images/4313623aa2bf526dc42a5428fdc003e6.jpg,train,200.0,252.0,286.0,270.0,티셔츠,,,,,7부 소매,벌룬 소매,크롭 기장,,,,여유핏,,비대칭,무지,,
images/4313623aa2bf526dc42a5428fdc003e6.jpg,train,238.0,450.0,187.0,188.0,스커트,,,,,,,,쇼츠·미니 기장,,,,스트레이트핏,H라인,무지,,
images/c47685f388babc99ad598e515e5371b4.jpg,train,325.0,296.0,67.0,185.0,티셔츠,,,,,,,크롭 기장,,,,슬림핏,,,,,
images/c47685f388babc99ad598e515e5371b4.jpg,train,239.0,481.0,221.0,205.0,스커트,,,,,,,,쇼츠·미니 기장,,,,플레어핏,,무지,,지퍼|벨트
images/c47685f388babc99ad598e515e5371b4.jpg,train,221.0,285.0,251.0,333.0,재킷,,,,,긴팔,기본 소매,크롭 기장,,,라펠 칼라,슬림핏,,,무지,가죽|스웨이드,지퍼|벨트
images/94724a82b7d3927845988bb770cbd119.jpg,train,19.0,562.0,262.0,119.0,청바지,,,,,,,,,,,,스트레이트핏,H라인,무지,데님,
images/94724a82b7d3927845988bb770cbd119.jpg,train,66.0,281.0,271.0,321.0,가디건,,,,,긴팔,기본 소매,기본 기장,,,,레귤러핏,,,무지,니트,단추
images/59a0bdeda1210cbccf7c79d9bc06558a.jpg,train,248.0,402.0,171.0,481.0,팬츠,,,,,,,,롱·긴바지 기장,,,,와이드핏,,도트,,포켓
images/59a0bdeda1210cbccf7c79d9bc06558a.jpg,train,245.0,210.0,214.0,259.0,티셔츠,,,,,반팔,기본 소매,기본 기장,,라운드넥,,레귤러핏,,,무지,,리본
images/5c3423cb9da1a004df1891c38d34ef3d.jpg,train,233.0,452.0,168.0,413.0,청바지,,,,,,,,롱·긴바지 기장,,,,슬림핏,,무지,데님,포켓
images/5c3423cb9da1a004df1891c38d34ef3d.jpg,train,209.0,227.0,260.0,295.0,니트,,,,,7부 소매,벨 소매,크롭 기장,,,,여유핏,,,무지,니트,
images/cfc42e4f1adfbf43138212fa49708e3c.jpg,train,237.0,151.0,286.0,872.0,원피스,,,,,긴팔,벨 소매,,롱·긴바지 기장,,,,,비대칭,무지,,벨트|프릴·러플
images/1fea2e38fe6ffad97cd33ae44ef86bfd.jpg,train,241.0,182.0,164.0,717.0,원피스,,,,,,,,롱·긴바지 기장,터틀넥,,,,H라인,무지,,
images/1fea2e38fe6ffad97cd33ae44ef86bfd.jpg,train,161.0,197.0,322.0,699.0,코트,,,,,긴팔,기본 소매,,,,,슬림핏,,,스트라이프,,
images/2af21ac718e7c0e8136dc4efc3110d96.jpg,train,194.0,275.0,310.0,426.0,블레이저,,,,,긴팔,퍼프 소매,크롭 기장,,,,레귤러핏,,비대칭,,,플리츠|단추
images/2af21ac718e7c0e8136dc4efc3110d96.jpg,train,262.0,569.0,250.0,381.0,팬츠,,,,,,,,롱·긴바지 기장,,,,슬림핏,,,,
images/560c745295a419157358027162fc6157.jpg,train,196.0,186.0,236.0,713.0,원피스,,,,,긴팔,기본 소매,,롱·긴바지 기장,라운드넥,,,,A라인,무지|플로럴,,
images/86d9e4615d1225346d223700bf6b0de2.jpg,train,593.0,506.0,248.0,136.0,쇼츠,,,,,,,,쇼츠·미니 기장,,,,슬림핏,,무지,,
images/86d9e4615d1225346d223700bf6b0de2.jpg,train,436.0,228.0,489.0,330.0,티셔츠,,,,,반팔,퍼프 소매,크롭 기장,,오프숄더,,여유핏,,,무지,,플리츠|리본
images/20c27b9450a72b35818e9a5c82489627.jpg,train,402.0,425.0,209.0,296.0,티셔츠,,,,,반팔,캡 소매,기본 기장,,라운드넥,,슬림핏,,,무지,,
images/20c27b9450a72b35818e9a5c82489627.jpg,train,362.0,563.0,230.0,278.0,팬츠,,,,,,,,무릎 기장,,,,슬림핏,,무지,,
images/3238036b9602949b76946b586d618314.jpg,train,364.0,366.0,124.0,162.0,탑,,,,,반팔,기본 소매,크롭 기장,,보트넥,,슬림핏,,,,,
images/3238036b9602949b76946b586d618314.jpg,train,317.0,513.0,172.0,420.0,팬츠,,,,,,,,롱·긴바지 기장,,,,와이드핏,,체크,,지퍼
images/dc4516205a5e8c906b5ba512903f87cd.jpg,train,202.0,194.0,262.0,484.0,코트,,,,,긴팔,기본 소매,,,V넥,,슬림핏,,,플로럴,,
images/dc4516205a5e8c906b5ba512903f87cd.jpg,train,114.0,429.0,389.0,486.0,스커트,,,,,,,,롱·긴바지 기장,,,,플레어핏,,무지,,
images/205f49feedfafeef2994cd9cdf7e00b9.jpg,train,153.0,273.0,374.0,733.0,원피스,,,,,반팔,퍼프 소매,,쇼츠·미니 기장,보트넥,,,,H라인,도트,,지퍼
images/8851da4d5d3b58739e3da730ed286de3.jpg,train,36.0,165.0,455.0,843.0,원피스,,,,,,,,롱·긴바지 기장,,,,,,무지,퍼·플리스,프릴·러플|벨트
images/a338a082c0e3a079a48c7a930f20a7b7.jpg,train,236.0,225.0,138.0,235.0,티셔츠,,,,,,,,,,,레귤러핏,,,그래픽,,
images/a338a082c0e3a079a48c7a930f20a7b7.jpg,train,211.0,511.0,220.0,457.0,청바지,,,,,,,,롱·긴바지 기장,,,,스트레이트핏,H라인,무지,데님,포켓|벨트
images/a338a082c0e3a079a48c7a930f20a7b7.jpg,train,187.0,233.0,273.0,293.0,재킷,,,,,7부 소매,기본 소매,크롭 기장,,,,슬림핏,,,무지,,지퍼|포켓|후드
images/1cc4f3281fe3d3af541583172f506c47.jpg,train,247.0,424.0,183.0,168.0,스커트,,,,,,,,쇼츠·미니 기장,,,,,,무지,,지퍼
images/1cc4f3281fe3d3af541583172f506c47.jpg,train,208.0,230.0,254.0,226.0,탑,,,,,7부 소매,벌룬 소매,크롭 기장,,보트넥,,슬림핏,,비대칭,무지|스트라이프,,
images/54d9177fa2e6ab23b13b87823867b2c9.jpg,train,188.0,220.0,190.0,371.0,원피스,,,,,,,,쇼츠·미니 기장,라운드넥,,,,A라인,,,플리츠
images/54d9177fa2e6ab23b13b87823867b2c9.jpg,train,177.0,551.0,213.0,372.0,팬츠,,,,,,,,롱·긴바지 기장,,,,,,무지,,
images/9ecf7d41d152aaa8b77bf11573fb6426.jpg,train,313.0,355.0,454.0,377.0,티셔츠,,,,,,,크롭 기장,,홀터넥,,여유핏,,비대칭,스트라이프,,프릴·러플
images/43085a8a1b9caf4b0705a9db44bbeded.jpg,train,212.0,247.0,186.0,182.0,티셔츠,,,,,반팔,캡 소매,,,,,레귤러핏,,,무지,,
images/43085a8a1b9caf4b0705a9db44bbeded.jpg,train,227.0,252.0,192.0,402.0,점프수트,,,,,,,,쇼츠·미니 기장,,,여유핏,,H라인,,,단추
images/5761149f299dc125c6d391141e3cb575.jpg,train,73.0,269.0,449.0,753.0,원피스,,,,,,,,,보트넥,,,,A라인,무지,,플리츠|지퍼
images/62a91f891db700449eb56491718b4b43.jpg,train,229.0,235.0,222.0,351.0,코트,,,,,7부 소매,기본 소매,,,,,슬림핏,,,무지,,단추
images/62a91f891db700449eb56491718b4b43.jpg,train,282.0,234.0,141.0,260.0,블레이저,,,,,,,크롭 기장,,,셔츠 칼라,레귤러핏,,,무지,,
images/62a91f891db700449eb56491718b4b43.jpg,train,271.0,475.0,150.0,89.0,쇼츠,,,,,,,,쇼츠·미니 기장,,,,,,무지,,
images/62a91f891db700449eb56491718b4b43.jpg,train,281.0,256.0,129.0,249.0,셔츠,,,,,,,기본 기장,,,셔츠 칼라,레귤러핏,,,스트라이프,,단추|벨트
images/223494ac0f3aa588076c0625e8ff03ca.jpg,train,96.0,30.0,209.0,925.0,점프수트,,,,,,,,롱·긴바지 기장,,,여유핏,,,무지,,후드
images/d873390a9376d90b86774903123c64f8.jpg,train,224.0,349.0,190.0,173.0,탑,,,,,,,크롭 기장,,,,슬림핏,,,무지,,
images/d873390a9376d90b86774903123c64f8.jpg,train,151.0,356.0,302.0,667.0,점프수트,,,,,,,,,스퀘어넥,,슬림핏,,,무지,,단추|포켓
images/26fffa80120a921292ca90eaa0f282bd.jpg,train,422.0,211.0,175.0,404.0,원피스,,,,,,,,무릎 기장,라운드넥,,,,A라인,무지|플로럴,,지퍼
images/01caa10aa8440a20c53ade1c86ece1a9.jpg,train,483.0,381.0,178.0,195.0,티셔츠,,,,,반팔,기본 소매,크롭 기장,,오프숄더,,여유핏,,비대칭,무지,,벨트
images/01caa10aa8440a20c53ade1c86ece1a9.jpg,train,489.0,526.0,136.0,338.0,팬츠,,,,,,,,롱·긴바지 기장,,,,스트레이트핏,H라인,무지,,
images/60cffc061ab848af21b9216df02aa5b5.jpg,train,194.0,307.0,189.0,195.0,탑,,,,,,,크롭 기장,,홀터넥,,레귤러핏,,,무지,,
images/60cffc061ab848af21b9216df02aa5b5.jpg,train,233.0,473.0,140.0,457.0,팬츠,,,,,,,,롱·긴바지 기장,,,,와이드핏,,무지|플로럴,,
images/c6cd4430da84112f4df013e438d3a671.jpg,train,315.0,332.0,145.0,278.0,원피스,,,,,반팔,퍼프 소매,,쇼츠·미니 기장,,,,,A라인,무지,,
images/3538583856387f254ab5b881b452f56b.jpg,train,232.0,228.0,240.0,720.0,티셔츠,,,,,,,기본 기장,,터틀넥,,여유핏,,,무지,,
images/3538583856387f254ab5b881b452f56b.jpg,train,74.0,267.0,575.0,756.0,코트,,,,,긴팔,기본 소매,,,,,레귤러핏,,,무지,,지퍼|포켓|후드
images/af96347f0bb8dacb76776c0e042e61eb.jpg,train,390.0,149.0,161.0,283.0,원피스,,,,,반팔,캡 소매,,무릎 기장,,,,,H라인,무지,,지퍼
images/f3066cb24e2456b683005ca11acb43fc.jpg,train,138.0,396.0,400.0,627.0,원피스,,,,,,,,,,,,,X라인,무지,,지퍼
images/f3066cb24e2456b683005ca11acb43fc.jpg,train,130.0,371.0,389.0,469.0,재킷,,,,,반팔,벌룬 소매,크롭 기장,,V넥,칼라 없음,여유핏,,,무지,,지퍼|리본
images/9f2488aeb03a9edbb89d7d703e123270.jpg,train,199.0,197.0,288.0,519.0,원피스,,,,,반팔,기본 소매,,무릎 기장,보트넥,,오버핏,,,무지,,리본
images/1fa272c58e63293762e698c6beb74b10.jpg,train,55.0,191.0,243.0,781.0,원피스,,,,,반팔,캡 소매,,롱·긴바지 기장,,,,,비대칭,무지,,지퍼
images/5e9e3a0eeae60683808e5ca134781f7f.jpg,train,314.0,193.0,158.0,81.0,티셔츠,,,,,반팔,캡 소매,,,라운드넥,,슬림핏,,,무지,,
images/5e9e3a0eeae60683808e5ca134781f7f.jpg,train,291.0,193.0,158.0,294.0,탑,,,,,,,크롭 기장,,라운드넥,,슬림핏,,,,,
images/5e9e3a0eeae60683808e5ca134781f7f.jpg,train,243.0,284.0,65.0,263.0,재킷,,,,,긴팔,기본 소매,,,,,,,,무지,,
images/5e9e3a0eeae60683808e5ca134781f7f.jpg,train,202.0,429.0,310.0,373.0,스커트,,,,,,,,무릎 기장,,,,플레어핏,,플로럴,,
images/a0b127184c5bfadad84759e22676b8e7.jpg,train,350.0,337.0,175.0,238.0,스커트,,,,,,,,무릎 기장,,,,플레어핏,,플로럴,,
images/a0b127184c5bfadad84759e22676b8e7.jpg,train,349.0,221.0,145.0,186.0,티셔츠,,,,,7부 소매,,크롭 기장,,,,슬림핏,,,애니멀,,
images/26534ee1a9306a51151616b3b94636a3.jpg,train,290.0,164.0,256.0,377.0,코트,,,,,,기본 소매,,,,,오버핏,,,,퍼·플리스,
images/2f9eb4e5591b9a4c6b33bbb2a20c2030.jpg,train,277.0,588.0,84.0,150.0,재킷,,,,,7부 소매,기본 소매,크롭 기장,,,셔츠 칼라,여유핏,,,체크,,
images/2f9eb4e5591b9a4c6b33bbb2a20c2030.jpg,train,289.0,706.0,97.0,46.0,쇼츠,,,,,,,,쇼츠·미니 기장,,,,,,무지,,포켓
images/2965e6a4576bf8536dbeff185d2b2cf0.jpg,train,220.0,292.0,376.0,731.0,점프수트,,,,,,,,,,,,,,무지,,벨트
images/e8cf1434d343761349254138e335f405.jpg,train,134.0,279.0,347.0,619.0,원피스,,,,,7부 소매,기본 소매,,무릎 기장,,세일러 칼라,오버핏,,,무지,,
images/d31df237b9ddfe3e631e2ee5c6730a03.jpg,train,549.0,153.0,230.0,364.0,원피스,,,,,7부 소매,,,쇼츠·미니 기장,스퀘어넥,,여유핏,,,애니멀,,
images/43602779f9ea14b78e552fd08fe73b39.jpg,train,422.0,240.0,276.0,159.0,탑,,,,,반팔,퍼프 소매,,,오프숄더,,여유핏,,,무지,,리본
images/43602779f9ea14b78e552fd08fe73b39.jpg,train,238.0,303.0,430.0,248.0,팬츠,,,,,,,,롱·긴바지 기장,,,,,,무지,,
images/2e818fc5a96fc601fb8d4b52f3e50b4c.jpg,train,213.0,203.0,308.0,709.0,점프수트,,,,,반팔,퍼프 소매,,롱·긴바지 기장,,라펠 칼라,여유핏,,,무지,,단추|포켓|리본|벨트
images/37391d5cb4697872b10892cef55a5d0f.jpg,train,295.0,472.0,153.0,163.0,티셔츠,,,,,7부 소매,벌룬 소매,크롭 기장,,V넥,,여유핏,,,도트,,
images/37391d5cb4697872b10892cef55a5d0f.jpg,train,286.0,593.0,143.0,154.0,스커트,,,,,,,,쇼츠·미니 기장,,,,플레어핏,,무지,,
images/3e63abe998c6678b481a442425b3084e.jpg,train,215.0,184.0,266.0,316.0,티셔츠,,,,,반팔,벨 소매,기본 기장,,,,여유핏,,비대칭,무지,,
images/3e63abe998c6678b481a442425b3084e.jpg,train,215.0,452.0,300.0,284.0,스커트,,,,,,,,무릎 기장,,,,플레어핏,,무지,,
images/985b8ed6bd6c7d7e12935bd9e4823592.jpg,train,205.0,616.0,272.0,407.0,팬츠,,,,,,,,,,,,와이드핏,,스트라이프,,포켓|벨트
images/985b8ed6bd6c7d7e12935bd9e4823592.jpg,train,195.0,409.0,264.0,180.0,탑,,,,,반팔,기본 소매,크롭 기장,,,,슬림핏,,,무지,,
images/294546842048052d99dc42580f66c5ea.jpg,train,169.0,329.0,266.0,333.0,탑,,,,,,,,,,,슬림핏,,,무지,,
images/294546842048052d99dc42580f66c5ea.jpg,train,70.0,692.0,612.0,331.0,팬츠,,,,,,,,,,,,와이드핏,,스트라이프,,
images/de352013f30b5a74e7d2e54eedd21574.jpg,train,280.0,315.0,127.0,177.0,탑,,,,,,,크롭 기장,,,칼라 없음,여유핏,,,체크|그래픽,,
images/de352013f30b5a74e7d2e54eedd21574.jpg,train,271.0,501.0,176.0,476.0,팬츠,,,,,,,,롱·긴바지 기장,,,,와이드핏,,체크|그래픽,,포켓
images/ca14cae418d42c1bf278dfbc24a1f216.jpg,train,134.0,196.0,273.0,363.0,원피스,,,,,긴팔,기본 소매,,,,,여유핏,,,무지,,단추
images/ca14cae418d42c1bf278dfbc24a1f216.jpg,train,167.0,500.0,215.0,76.0,쇼츠,,,,,,,,쇼츠·미니 기장,,,,,,스트라이프,,
images/ca14cae418d42c1bf278dfbc24a1f216.jpg,train,224.0,561.0,159.0,231.0,팬츠,,,,,,,,,,,,슬림핏,,무지,,
images/ca14cae418d42c1bf278dfbc24a1f216.jpg,train,183.0,192.0,203.0,274.0,베스트,,,,,,,크롭 기장,,,셔츠 칼라,레귤러핏,,,무지,,단추|포켓|벨트
images/78b1889e5526eb9d4de5298081210acc.jpg,train,320.0,418.0,217.0,572.0,팬츠,,,,,,,,롱·긴바지 기장,,,,,,무지,,포켓
images/78b1889e5526eb9d4de5298081210acc.jpg,train,371.0,208.0,182.0,218.0,탑,,,,,,,크롭 기장,,,,레귤러핏,,,무지,가죽|스웨이드,
images/90bbdc597c03deefcea729ea16b16e1c.jpg,train,124.0,257.0,404.0,604.0,코트,,,,,긴팔,,,,,,레귤러핏,,,체크,,단추|후드
